#heliumInput = PHENOTYPE
LineName	Phenotype1=trs	Phenotype2=tca
2006036	244.32	50.49897188
2006037	215.774	41.41196641
2006038	234.2475	44.81564389
2006039	263.92	41.40412031
2006040	235.7843333	44.35719442
2006500	244.5	52.9390125
2006501	258	61.78486875
2006502	274.0414286	43.47670446
2006503	249	55.57756875
2006504	236.5	46.14669911
2006505	239.5628571	46.82019375
2006506	249.5	59.1463125
2006507	254	54.38080313
2006508	233	62.0321625
2006509	269	47.25125625
2006510	235.5	53.3927625
2006511	257	53.84764688
2006512	253.2141176	43.37737897
2006513	252.49	42.08868727
2006514	255	72.31640625
2006515	249	48.60456563
2006516	244.5	54.42164063
2006517	236	54.55209375
2006518	248.5	58.82982188
2006519	243	77.09439375
2006520	231.5	58.01534063
2006521	239	60.62667188
2006522	253.5	47.54619375
2006523	273.1635294	53.82379831
2006524	214	74.86875
2006525	232.4785714	51.00927857
2006526	236	70.53316875
2006527	249.5	52.33892813
2006528	241.15	46.28087946
2006529	253.5485714	44.39263125
2006530	248.1044444	50.70449542
2006531	256.34	45.41454107
2006532	232.2133333	45.96563125
2006533	241	57.290475
2006534	247	75.02529375
2006535	233.1271429	50.16595179
2006536	256.8605882	45.84014713
2006537	247.0078788	45.10647167
2006538	257.5	49.14679688
2006539	264.0517647	39.99739522
2006541	238	56.3330625
2006542	272	54.2367375
2006543	258.5428571	43.18014643
2006544	243.5	62.6220375
2006545	218.5	60.08330625
2006546	242.8028571	47.70889554
2006547	273.5	64.12621875
2006548	235	33.41415
2006549	264.8642857	43.67894732
2006550	284.5	48.86547188
2006551	240	55.84528125
2006552	274.58	44.73710313
2006553	242.5	63.04289063
2006554	239.3683333	40.50361563
2006556	239	55.8067125
2006557	236.8714286	39.50088214
2006558	236.9342857	44.621775
2006559	225.5357143	52.28626071
2006560	243.9766667	41.99569688
2006561	195	108.30105
2006562	271.9235294	51.84814412
2006563	230.5575	48.78294609
2006564	249.895	41.80436563
2006565	268.5511765	42.32382485
2006566	270.2128571	39.01925893
2006567	262.5	55.9337625
2007041	246.74	37.78811094
2007042	236.8325	41.4228375
2007043	246.3584615	41.37881745
2007044	250.8875	44.94910521
2007045	235.7725	59.14253125
2007046	213.9125	41.75445313
2007047	236.0569231	37.4116875
2007048	239.24	59.35604583
2007049	246.1775	41.40355313
2007050	239.7446154	36.69674766
2007051	247.96	41.59299375
2007052	253.09	46.8920375
2007053	231.2925	47.3881375
2007054	236.1753846	35.49742969
2007055	222.63	45.23408542
2007056	231.31	50.40910417
2007057	229.8415556	43.79690734
2007058	258.1125	42.39575313
2007059	245.8615385	39.22662448
2007060	255.4875	39.95483021
2007061	244.8753846	34.3255888
2007062	214.49	53.19386875
2007063	224.505	37.94156667
2007064	234.4707692	40.22859271
2007065	225.835	55.8536
2007066	248.59	37.65003229
2007067	212.1975	52.12150625
2007068	236.6810345	49.26282993
2007069	242.5975	42.94516875
2007070	224.42	48.71510417
2007071	228.1375	42.53830625
2007072	231.315	40.90518438
2007073	238.086	46.69995
2007600	264.6822222	45.59078333
2007601	246	50.40028125
2007602	229.0266667	52.92943333
2007603	225	63.2346
2007604	254.9010526	47.61927138
2007605	252	58.01987813
2007606	177	62.1093
2007607	198.5	63.842625
2007608	250.4266667	48.19682083
2007609	202	55.64222813
2007610	194.5	66.34051875
2007611	197.5	65.72001563
2007612	229.0147368	47.71357974
2007613	287.9014941	27.70575954
2007614	224	55.69214063
2007615	267.8522222	45.39642708
2007616	265.4077778	43.550925
2007617	259.1015789	42.92432013
2007618	214.5	63.888
2007619	223	73.21596563
2007620	199.5	62.154675
2007621	234	50.5659
2007622	243	56.0698875
2008074	206.2548724	29.17234375
2008075	244.0762863	35.36211388
2008076	235.3380112	28.52310313
2008077	216.9812483	40.29120391
2008078	235.5555072	27.37511563
2008079	230.8646476	32.13381875
2008080	218.1881707	31.75153438
2008081	228.2577553	27.10778125
2008082	223.0345937	31.8593
2008083	223.2695913	29.7160875
2008084	242.5947286	30.77975313
2008085	224.5235271	32.00865938
2008086	235.7714883	38.31049063
2008087	229.9188817	34.41315625
2008088	242.5124571	36.5542233
2008089	215.6084487	37.74595
2008090	266.9499082	37.99253607
2008091	245.2571351	28.29395938
2008092	243.0406447	41.05227248
2008093	213.8252178	36.39736719
2008094	238.794618	31.1348125
2008095	235.4079164	37.14321875
2008700	265.75	54.48403125
2008701	224.375	54.35953359
2008702	280.5	48.02830313
2008703	255	51.464325
2008706	251.4255	45.42688631
2008707	227.5	54.48403125
2008708	274	45.7017
2008709	256.6991892	43.00064889
2008710	237.5	50.84977734
2008711	253.0113158	44.65380816
2008712	258.5	53.23621875
2008713	239	55.7159625
2008715	249.5	49.8988875
2008716	205.875	50.94194531
2008717	244.3894737	46.89263852
2008718	220.125	56.42664844
2008719	256.625	50.97682734
2008720	261.5	56.06223047
2008721	260	51.45751875
2008722	236.875	46.84855313
2008723	251.272	49.90133775
2008724	232	59.38112813
2008725	246.5	61.6374
2008726	272.3005	41.2565835
2008728	255.375	53.3383125
2008729	244	52.27058203
2008730	220.4352632	59.1692373
2009096	188.581116	45.86372657
2009097	201.8196337	33.90060781
2009098	203.4638169	36.53954219
2009099	231.1275186	43.32172924
2009100	189.1822003	33.77053281
2009101	179.7826615	36.50172969
2009102	177.91965	41.51018438
2009103	202.274368	46.86084219
2009104	189.3189324	36.39850157
2009105	206.98963	45.3674375
2009106	178.2084852	49.30201719
2009107	222.4935465	42.92829063
2009108	231.3333949	36.64643125
2009109	186.7983074	39.88112735
2009110	180.6152031	35.41537657
2009111	185.538019	36.88788985
2009112	250.8112249	35.91194467
2009113	233.9450829	34.67674375
2009114	223.1331178	41.97135938
2009115	181.465636	33.0708125
2009116	189.9853161	37.8536211
2009117	256.6139537	39.00927591
2009118	212.6769831	40.14907188
2009119	226.9338133	34.40067813
2009120	187.963178	40.62830235
2009121	215.9351424	37.26589931
2009122	188.2079525	48.66289141
2009123	217.7434929	44.43412188
2009124	176.0158725	37.86638282
2009125	244.8671578	40.36037179
2009126	183.2737504	39.56983594
2009127	171.856122	35.92433282
2009129	226.1826951	35.88316875
2009130	175.5674214	55.12504766
2009131	255.8318163	36.03809808
2009800	259.6622581	45.99717615
2009801	250.1357143	49.19006518
2009802	253.75	49.12848482
2009803	288.3766667	41.61114375
2009804	278.7066131	31.56985614
2009805	237.9042857	53.82155625
2009806	226	49.32489375
2009807	229	45.71985
2009808	241.7942857	46.25851607
2009809	235.4442857	52.42076518
2009810	249.972	52.52005
2009811	243.6414286	49.56991875
2009812	232.5	53.47784063
2009813	231.9357143	56.82862232
2009814	265.6612903	60.09367224
2009815	238.5	47.37376875
2009816	250.4271429	49.73035179
2009817	252	47.84680313
2009818	234.5	48.98117813
2009819	242.01	51.67369821
2009820	245	52.44669375
2009821	225.5	57.51054375
2009822	252.7271429	52.27459286
2009823	247.5	55.7205
2009824	247.5757143	54.08149018
2009825	253.0457143	51.24782143
2009826	258.5	48.7191375
2009827	240.3485714	55.32930268
2009828	247.5	56.95696875
2009829	216.8228571	60.54062143
2009830	229.5	51.14102813
2009831	266.3028571	54.87425625
2009832	253.664	51.10408985
