"","VARIETY","FEMALE","MALE","T_SPACRE","TRS_TON","TCA","FIBER","MSTWT","POPN","SAPCT","STPCT","TAPCT","SWPCT","POPPCT"
"1227",2012639,"HOCP00-930","06 poly 21",14092.40869,249.5,57.98925,102.225483052049,2.79,41971.875,150.507832354848,94.2099725298544,162.674380375129,146.497514866574,110.072208072115
"1228",2012640,"L99-233","CP00-1301",10304.1736078095,233.810235780952,44.1324812504762,107.490907606731,2.08571428571429,42507.7321428571,110.049237716185,88.2855947499892,123.802671043999,109.516831390271,111.477505760758
"1229",2012641,"L99-233","CP01-1178",10819.84142395,245.036130085,44.0057072815,94.4838876814379,2.08625,41833.48125,115.556603201373,92.5244372109406,123.44703828705,109.544960713402,109.709267277931
"1230",2012642,"HOCP05-939","L99-226",18950.179055,317,59.84055,87.1690165560111,1.95,61710,202.389132691574,119.697640448753,167.867740875368,102.390736197068,161.835895111434
"1231",2012643,"HOCP01-517","06 poly 22",11254.9062572381,246.304255566667,45.2330626790476,99.6110097027548,2.41428571428571,37676.375,120.203123638896,93.0032751539956,126.890077795168,126.769482910656,98.8071604712211
"1232",2012644,"L04-425","L99-226",18645.565335,298,63.14158125,78.45211490041,3.06,41518.125,199.135838544968,112.523333923433,177.127960884985,160.67469372463,108.882238255119
"1233",2012645,"HOCP05-923","HOCP05-939",9320.59219,260,35.704453125,93.5085813964483,1.97,36526.875,99.5445248317183,98.1747208727941,100.159939794742,103.440897593961,95.792570268165
"1234",2012646,"HOCP00-950","HOCP04-852",16204.81005,282,56.5327125,100.244369039413,2.985,37661.25,173.068414917476,106.481812638954,158.588427628618,156.736588486281,98.7674948106546
"1235",2012647,"CPCL01-0271","HOCP04-836",10196.0227072381,260.177161395238,38.6972908928571,92.0007167180108,1.89333333333333,40710.0178571429,108.894179133207,98.2416161440516,108.555599842931,99.4152789058711,106.762958676279
"1236",2012648,"HOCP04-836","HOCP01-517",14292.5442,274.5,52.8573375,78.0558920978827,2.145,49458.75,152.645292490297,103.649849536854,148.278079576673,112.629809816775,129.706710052546
"1237",2012649,"HOCP04-827","HOCP96-540",10919.8313782857,256.5727068,42.3218242857143,103.329575642073,2.18595238095238,38745.9285714286,116.624502352993,96.8805918217971,118.723324444163,114.780140296127,101.612089325568
"1238",2012650,"HOCP04-821","CL02-8021",12093.6850705556,277.307777777778,43.7102416666667,91.1312445812843,2.35555555555556,37358.75,129.161335382156,104.710052612262,122.618183183472,123.685675634065,97.974181599324
"1239",2012651,"HOCP04-838","06 poly 22",11636.42669,263,44.582071875,101.829260249522,2.455,36300,124.277786430561,99.3075061136341,125.063885428853,128.907311468616,95.1975853596671
"1240",2012652,"HOCP04-809","L99-226",14797.940025,259.5,56.288821875,110.149939102596,2.35,47870.625,158.042952448592,97.9859233326542,157.90425329801,123.393964134928,125.541815693061
"1241",2012653,"HOCP04-824","HOCP02-623",11041.4763355556,257.975555555556,42.5471291666667,99.8481462368855,1.88111111111111,45778.3333333333,117.923678330522,97.4103006102718,119.355361104482,98.7735136077698,120.054732648025
"1242",2012654,"HOCP04-838","06 poly 24",11700.4451164444,266.834444444444,43.9671145833333,104.999042669741,2.33222222222222,38972.0833333333,124.961507347749,100.755373471463,123.338776096019,122.46048733769,102.205185393087
"1243",2012655,"HOCP04-821","L99-226",11549.0509937778,275.301111111111,41.4346854166667,84.7916797408472,1.94222222222222,42955,123.344608367947,103.952345151167,116.234677568595,101.982340098276,112.650476008939
"1244",2012656,"HOCP02-610","06 poly 23",10602.5058215263,252.319503084211,41.6707402310526,96.2930840671963,2.25184210526316,36785.5125,113.23544497116,95.2746030232865,116.896870486503,118.239882542282,96.4708530638526
"1245",2012657,"HOCP04-827","HOCP01-517",12533.187565,262.5,50.040684375,99.8481462368855,2.315,42425.625,133.855250326613,99.1187085734941,140.376661609704,121.556181690365,111.262177889111
"1246",2012658,"HOCP96-540","06 poly 24",11007.9606933333,261.69,42.0850604166667,101.036814644467,1.64111111111111,51626.6666666667,117.565729113195,98.8128565584673,118.059142450215,86.1715768450538,135.392121400415
"1247",2012659,"HOCP04-827","HOCP01-517",10717.0744127778,266.323333333333,40.1883854166667,94.3010270015029,2.06666666666667,39930,114.459044903898,100.562380430431,112.738493702421,108.516677678944,104.717343895634
"1248",2012660,"HOCP04-827","HOCP01-517",14242.7003888889,265.017777777778,53.7408895833333,89.9425761737024,2.89111111111111,37862.9166666667,152.112957377709,100.069409075621,150.756664619339,151.806664150867,99.296370284875
"1249",2012661,"L04-429","HOCP01-517",11048.6082723333,288.284444444444,38.0860104166667,99.8481462368855,2.08,36955.4166666667,117.999847874603,108.854787943469,106.840804899045,109.216785276873,96.9164306508833
"1250",2012662,"HOCP03-718","CP01-2390",12472.3326803333,265.646666666667,46.5877729166667,93.112358593921,2.00666666666667,46232.0833333333,133.205316239342,100.306874426108,130.690379549244,105.366193488265,121.24470246502
"1251",2012663,"HOCP03-718","CP01-2390",13268.64825,271,50.25735,86.7727937534838,1.695,58987.5,141.710017805796,102.328266755874,140.984462991779,89.0011783866822,154.696076209459
"1252",2012664,"HOCP01-517","06 poly 36",13914.8874366667,264.551666666667,52.615715625,80.0370061105193,2.24666666666667,47114.375,148.611893936948,99.8934078132018,147.600269658443,117.968130250981,123.558532664735
"1253",2012665,"L99-226","06 poly 38",19197.754125,285.5,67.5225375,86.3765709509565,3.02,44694.375,205.033250382912,107.803395419934,189.417641186408,158.574370930844,117.21202697409
"1254",2012666,"HOCP04-856","06 poly 31",12713.3521982222,235.968888888889,53.5132583333333,98.2632550267762,2.75777777777778,39325,135.779420211959,89.1006915435771,150.118101910772,144.80558817158,103.130717472973
"1255",2012667,"HOCP03-718","CP01-2390",11278.8668513077,269.064063561538,41.9586134761538,93.220605844711,1.98205128205128,42761.2139871795,120.459024326612,101.597266680976,117.70442709007,104.073687153627,112.142267730785
"1256",2012668,"HOCP02-610","06 poly 28",13230.49695,258,52.3582125,95.0934726065576,2.625,39703.125,141.302559464867,97.4195307122342,146.877908853569,137.833683342207,104.122358987136
"1257",2012669,"HOCP03-718","HOCP02-610",10507.4211928889,244.177777777778,42.8617291666667,87.5652393585384,2.19333333333333,39526.6666666667,112.219935013899,92.2003276025865,120.237892954196,115.167699859266,103.659592947193
"1258",2012670,"HOCP04-821","HOCP04-809",12901.80839,262,48.919921875,98.6594778293035,2.41,40610.625,137.792144476651,98.9299110333541,137.232641895099,126.544448325607,106.502298621128
"1259",2012671,"L03-393","L99-226",10211.5506561795,258.558299797436,39.5424179951282,105.496832851257,2.10217948717949,37739.4867915385,109.060018627895,97.6303419690673,110.926393183079,110.381387338812,98.9726725969011
"1260",2012672,"L02-316","06 poly 31",14887.26979,298,49.586934375,85.9803481484292,2.57,39249.375,158.997000091594,112.523333923433,139.103779134155,134.945739500751,102.93238917014
"1261",2012673,"L99-226","06 poly 40",10601.5233881351,253.899689364865,41.9431628472973,79.3063131143212,2.22375675675676,37933.5592791892,113.224952519273,95.8712735887875,117.661084203662,116.765175101297,99.4816321618899
"1262",2012674,"HOCP01-517","06 poly 51",18116.576775,278.5,63.7201125,112.52727591776,3.07,41064.375,193.486206657511,105.160229857974,178.75088604131,161.199774423076,107.692268438123
"1263",2012675,"L04-425","CL02-8137",12520.9300111111,268.622222222222,46.5386166666667,98.2632550267762,2.31888888888889,40535,133.724338861698,101.430429564986,130.552483947726,121.760379739761,106.303970318295
"1264",2012676,"CPCL00-458","HOCP01-517",12651.2044688889,282.918888888889,44.61496875,82.4143429256832,2.24111111111111,40081.25,135.115678460389,106.828780562722,125.15616940833,117.676418751844,105.114000501299
"1265",2012677,"CPCL00-458","HOCP01-517",10982.18259,272.071111111111,40.4220666666667,85.5841253459018,2.53111111111111,31964.1666666667,117.290417309495,102.732713041863,113.394028177329,132.903759006793,83.8267626639291
"1266",2013234,"L04-408","HOCP04-807",8658.17635721277,245.678597075,35.5002482525532,98.6151487003932,1.8222291670625,38688.486116383,92.4698810782282,92.7670295856068,99.5870939466772,95.6817363770766,101.461445165308
"1267",2013235,"CP83-644","HOCP04-836",6819.9245595,211,34.759090625,88.2308936667844,2.258,30401.25,72.8372334959538,79.6725619390752,97.5079610414833,118.56322170922,79.7279777387212
"1268",2013236,"L98-207","08P1",8969.337491,244.739515057143,37.0007012030769,97.6576038054135,2.27107142857143,32495.5,95.7931020257321,92.4124368356846,103.796240538649,119.249577193618,85.2201965579907
"1269",2013237,"HOCP92-624","08P8",6796.60208925,243.6,28.717009375,84.8114908809736,2.389,24275.75,72.5881480117257,91.9821615562025,80.5584087792979,125.441778858869,63.6637130246539
"1270",2013238,"LCP81-010","L04-410",8077.589918,219,37.4525070325,92.8944360525309,2.371,30628.0625,86.2691805178946,82.6933225813151,105.063669128452,124.496633601666,80.3227987395308
"1271",2013239,"HOCP92-624","L99-233",8180.3102415,210.8,41.0603750025,98.057219169462,2.146,41631.5625,87.3662401880235,79.5970429230192,115.184643041635,112.682317886619,109.179730709368
"1272",2013240,"L98-207","08P4",7916.74196961538,241.629073542857,33.2602036069231,95.3923204672942,2.30928571428571,29738.0961538462,84.5513140706015,91.2379494223917,93.3032072825023,121.256135576967,77.9888415162467
"1273",2013241,"HOCP92-624","HOCP96-540",7749.79340538461,233.871003328571,33.8572781261538,89.166920147644,2.37178571428571,29144.7307692308,82.7682926531941,88.3085402770108,94.9781509566081,124.537889942258,76.4327271401752
