# heliumInput = PEDIGREE
"LineName"	"MaleParent"	"FemaleParent"
"HO07616"	"HOCP96540"	"TUCCP7742"
"HO07617"	"HOCP99825"	"HOCP00940"
"HO07618"	"HOCP99866"	"N27"
"HO07620"	"L98207"	"TUCCP7742"
"HO08706"	"HOCP02642"	"HOCP02625"
"HO08707"	"HOCP00930"	"LCP86454"
"HO08708"	"HOCP96540"	"HOCP91555"
"HO08709"	"LCP85384"	"ISD28"
"HO08710"	"HOCP96540"	"HOCP00951"
"HO08711"	"LCP85384"	"HOCP98741"
"HO08712"	"HOCP02642"	"HOCP00950"
"HO08713"	"HOCP02642"	"HOCP02625"
"HO08715"	"TUCCP7742"	"HOCP01517"
"HO08716"	"HOCP00955"	"HOCP91555"
"HO08717"	"LCP85384"	"HOCP00960"
"HO08719"	"IN84068B"	"ISD27"
"HO08728"	"HOCP96540"	"HOCP92624"
"HO08730"	"L99226"	"US01008"
"HO09815"	"HOCP01553"	"TUCCP7742"
"HO09816"	"HOCP96540"	"L97128"
"HO09817"	"HOCP96540"	"L97128"
"HO09818"	"HOCP01553"	"TUCCP7742"
"HO09819"	"HOCP01553"	"TUCCP7742"
"HO09820"	"HOCP01553"	"TUCCP7742"
"HO09821"	"HOCP01523"	"HOCP02622"
"HO09822"	"HOCP01523"	"HOCP02622"
"HO09823"	"HOCP91552"	"HOCP01553"
"HO09824"	"HOCP96540"	"L99233"
"HO09825"	"HOCP96540"	"L99233"
"HO09826"	"L99233"	"L97128"
"HO09827"	"HO94856"	"L01283"
"HO09828"	"L99233"	"HO01564"
"HO09829"	"L99233"	"HO01564"
"HO09830"	"HOCP04852"	"HOCP01541"
"HO09831"	"HOCP02639"	"HOCP00955"
"HO09832"	"HO94856"	"L97128"
"HO09833"	"HOCP04852"	"HOCP00930"
"HO09834"	"HO94856"	"L01283"
"HO09835"	"L99233"	"HO02653"
"HO09836"	"HOCP04852"	"HOCP01517"
"HO09837"	"HOCP04852"	"HOCP01517"
"HO09839"	"HOCP04852"	"HOCP00930"
"HO09840"	"POLY04P05"	"LCP8110"
"HO09841"	"L99233"	"HO02653"
"HO09842"	"HO94856"	"H0101"
"HO09844"	"HOCP01523"	"HOCP00930"
"HO09848"	"HO94856"	"L01299"
"HO09849"	"HOCP01523"	"HOCP02642"
"HO09850"	"HO94856"	"CP890831"
"HO09851"	"HOCP01523"	"HOCP02642"
"HO09852"	"HO94856"	"L01299"
"HO09853"	"HOCP00945"	"HO89879"
"HO09854"	"HO94856"	"L01299"
"HO09855"	"HOCP96540"	"CP890831"
"HO09856"	"HOCP96540"	"CP890831"
"HO09858"	"HOCP00945"	"HO89889"
"HO099101"	"US03095"	"HOCP92624"
"HO099102"	"HOCP02652"	"US03028"
"HO099103"	"HOCP01523"	"US03024"
"HO099104"	"HOCP90941"	"US03008"
"HO099105"	"HO94856"	"US03021"
"HO099106"	"HOCP02620"	"US03105"
"HO099107"	"HOCP01523"	"US03024"
"HO099108"	"HOCP02652"	"US03013"
"HO099109"	"HOCP01523"	"US03024"
"HO099110"	"LCP81010"	"US03119"
"HO099111"	"L00266"	"US03031"
"HO099112"	"L00266"	"US03037"
"HO099113"	"L00266"	"US03037"
"HO099114"	"HOCP02610"	"US03051"
"HO099115"	"HOCP02610"	"US03046"
"HO099116"	"HOCP01523"	"US03048"
"HO099117"	"US03046"	"US03059"
"HO099118"	"GUANGXI8721"	"HOCP01551"
"HO099119"	"GUANGXI8721"	"HOCP02639"
"HO099120"	"GUANGXI8721"	"HOCP01551"
"HO099121"	"GUANGXI8721"	"HOCP02642"
"HO099122"	"GUANGXI8722"	"HOCP02639"
"HO099123"	"GUANGXI8722"	"CP840730"
"HO099124"	"GUANGXI8722"	"HOCP02639"
"HO099125"	"GUANGXI8722"	"LCP86454"
"HO099126"	"US03151"	"GREENGERMAN"
"HO099127"	"US00020"	"CP890831"
"HO099128"	"MPTH97107"	"HOCP00955"
"HO099129"	"MPTH97107"	"HOCP00955"
"HO099130"	"MPTH97107"	"HOCP00955"
"HO099131"	"MPTH97107"	"HOCP00955"
"HO099133"	"MPTH97200"	"HOCP02601"
"HO099134"	"MPTH97213"	"US03003"
"HO099135"	"MPTH97216"	"HOCP02615"
"HO099136"	"MPTH97216"	"HOCP01541"
"HO099137"	"MPTH97216"	"HOCP02639"
"HO099138"	"MPTH97216"	"L00266"
"HO099139"	"MPTH97003"	"HOCP03743"
"HO099140"	"MPTH97003"	"CP721210"
"HO099141"	"MPTH98388"	"HOCP02625"
"HO099142"	"MPTH98388"	"HOCP02625"
"HO099143"	"MPTH98388"	"HOCP01551"
"HO099144"	"SES231"	"H990966"
"HO099145"	"SES231"	"H990966"
"HO099146"	"SES231"	"H990966"
"HO099147"	"SES231"	"H990966"
"HO099148"	"SES323"	"HOCP02620"
"HO099149"	"SES323"	"HOCP02620"
"HO099150"	"WLC9232"	"HOCP01517"
"HO099151"	"WLC9232"	"HOCP01517"
"HO099401"	"HOCP02620"	"US03013"
"HO099402"	"US03042"	"HOCP92624"
"HO099619"	"HO95985"	"HOCP89831"
"HO099620"	"HOCP90941"	"US96002"
"HO099621"	"HOCP90941"	"US96002"
"HO099622"	"US99002"	"HOCP92624"
"HO099623"	"HOCP01523"	"US93017"
"HO89879"	"CP790348"	"CP740383"
"HO89889"	"US80024"	"CP790318"
"HO91566"	"US83025"	"CP810325"
"HO93768"	"US87028"	"CP870664"
"HO93769"	"US87008"	"CP700321"
"HO93770"	"US87008"	"CP870661"
"HO93771"	"US83013"	"CP830644"
"HO93773"	"US82028"	"CP870668"
"HO93774"	"CP800323"	"US86008"
"HO94808"	"CP820513"	"LCP81010"
"HO94809"	"CP820513"	"LCP81010"
"HO94810"	"CP720355"	"CP850830"
"HO94811"	"CP771776"	"CP821800"
"HO94813"	"CP57614"	"CP860977"
"HO94816"	"CP57614"	"CP810332"
"HO94817"	"CP57614"	"CP860977"
"HO94818"	"CP57614"	"CP860977"
"HO94819"	"CP57614"	"CP860977"
"HO94836"	"LCP82089"	"LCP84222"
"HO94846"	"CP720355"	"US88012"
"HO94847"	"CP720355"	"US88012"
"HO94848"	"CP720355"	"US8812"
"HO94849"	"US88007"	"CP870661"
"HO94850"	"US88002"	"LCP81010"
"HO94851"	"US88007"	"US87013"
"HO94852"	"US88007"	"CP870661"
"HO94853"	"CP720355"	"US88012"
"HO94854"	"US88007"	"CP870661"
"HO94855"	"US87006"	"CP850800"
"HO94856"	"CP89POLYP3"	"US86016"
"HO94857"	"US88007"	"CP830644"
"HO94858"	"LCP81010"	"CP870667"
"HO94859"	"LCP81010"	"CP870667"
"HO94860"	"CP870662"	"US87015"
"HO94861"	"US82044"	"CP650357"
"HO94862"	"US86003"	"HOCP85845"
"HO94863"	"US86003"	"HOCP85845"
"HO94864"	"US86003"	"HOCP85845"
"HO94865"	"US87008"	"CP821800"
"HO95985"	"US89013"	"CP790332"
"HO95988"	"US89012"	"CP860941"
"HO95995"	"CP800356"	"CP700321"
"HO96564"	"CP62258"	"US89019"
"HO96565"	"CP62258"	"US89019"
"HO96566"	"CP62258"	"US90014"
"HO97645"	"CP870609"	"CP650357"
"HO97687"	"US91014"	"CP790332"
"HO98783"	"LCP85384"	"FAM83201"
"HO98784"	"LCP85384"	"US82010"
"HOCP00900"	"CP821592"	"CP850830"
"HOCP00901"	"CP900956"	"HOCP85845"
"HOCP00902"	"CP770310"	"L91281"
"HOCP00903"	"CP900956"	"HOCP91542"
"HOCP00904"	"US90017"	"CP890879"
"HOCP00905"	"HOCP90956"	"HOCP91542"
"HOCP00906"	"CP900956"	"HOCP91542"
"HOCP00907"	"HOCP93744"	"HOCP92624"
"HOCP00908"	"HOCP93744"	"HOCP92624"
"HOCP00909"	"CP790348"	"HOCP85845"
"HOCP00910"	"CP880702"	"LCP86454"
"HOCP00911"	"CP880702"	"LCP86454"
"HOCP00912"	"CP882032"	"LCP85384"
"HOCP00913"	"CP850834"	"CP870626"
"HOCP00914"	"CP860901"	"CP890837"
"HOCP00915"	"HOCP92614"	"CP830632"
"HOCP00916"	"CP900956"	"HOCP92614"
"HOCP00917"	"US90020"	"LCP85358"
"HOCP00918"	"LCP85384"	"CP890831"
"HOCP00919"	"LCP85384"	"CP890831"
"HOCP00920"	"LCP85384"	"CP890831"
"HOCP00921"	"LCP85384"	"CP890831"
"HOCP00922"	"CP830632"	"CP890831"
"HOCP00923"	"HOCP92614"	"CP870644"
"HOCP00924"	"HOCP92614"	"CP870644"
"HOCP00925"	"LCP85384"	"CP890831"
"HOCP00926"	"LCP85384"	"CP890831"
"HOCP00927"	"LCP85384"	"CP890831"
"HOCP00928"	"CP910534"	"CP830606"
"HOCP00929"	"LCP85384"	"CP890831"
"HOCP00930"	"LCP85384"	"CP890831"
"HOCP00931"	"HOCP91552"	"HOCP91542"
"HOCP00932"	"HOCP91552"	"HOCP91542"
"HOCP00933"	"HOCP91559"	"CP890884"
"HOCP00934"	"HOCP91552"	"HOCP91542"
"HOCP00935"	"HOCP91552"	"CP900957"
"HOCP00936"	"HOCP91559"	"CP900923"
"HOCP00937"	"HOCP91559"	"CP910523"
"HOCP00938"	"HOCP91552"	"HOCP91542"
"HOCP00939"	"CP890825"	"LCP86454"
"HOCP00940"	"CP890825"	"LCP86454"
"HOCP00941"	"LCP86454"	"CP890831"
"HOCP00942"	"LCP86454"	"CP890831"
"HOCP00943"	"HOCP92631"	"CP920678"
"HOCP00944"	"CP900923"	"HOCP92672"
"HOCP00945"	"HOCP90963"	"HOCP91542"
"HOCP00946"	"CP900956"	"CP890821"
"HOCP00947"	"HOCP92631"	"HOCP92618"
"HOCP00948"	"95P6"	"HOCP92624"
"HOCP00949"	"HOCP92631"	"US93016"
"HOCP00950"	"HOCP92676"	"HOCP93750"
"HOCP00951"	"HOCP92676"	"HOCP93750"
"HOCP00952"	"CP860916"	"LCP86454"
"HOCP00953"	"HOCP92631"	"LHO83153"
"HOCP00954"	"HOCP92631"	"LHO83153"
"HOCP00955"	"TCP873388"	"CP841198"
"HOCP00956"	"LCP85384"	"CP910516"
"HOCP00957"	"CP700321"	"LCP86454"
"HOCP00958"	"HO94865"	"LCP83137"
"HOCP00959"	"HO94865"	"LCP83137"
"HOCP00960"	"US90017"	"US90018"
"HOCP01500"	"CP790348"	"HOCP89843"
"HOCP01501"	"CP790348"	"HOCP89843"
"HOCP01502"	"CP861206"	"LCP85384"
"HOCP01503"	"HOCP85845"	"CP700321"
"HOCP01504"	"HOCP85845"	"CP700321"
"HOCP01505"	"LCP85384"	"LCP86454"
"HOCP01506"	"LCP85384"	"LCP86454"
"HOCP01507"	"HOCP91558"	"HOCP93775"
"HOCP01508"	"HOCP91559"	"CP910547"
"HOCP01509"	"CP880729"	"LCP85384"
"HOCP01510"	"CP880729"	"LCP85384"
"HOCP01511"	"CP882032"	"LCP85384"
"HOCP01512"	"LCP85384"	"CP890831"
"HOCP01513"	"LCP85384"	"HOCP92631"
"HOCP01514"	"LCP85384"	"HOCP92631"
"HOCP01515"	"P19"	"CP890888"
"HOCP01516"	"LCP85384"	"HOCP92631"
"HOCP01517"	"CP841198"	"HOCP92631"
"HOCP01518"	"CP841198"	"HOCP92631"
"HOCP01519"	"CP890825"	"LCP86454"
"HOCP01520"	"LCP85384"	"HOCP90977"
"HOCP01521"	"LCP85384"	"HOCP90977"
"HOCP01522"	"LCP85384"	"CP890831"
"HOCP01523"	"HOCP85845"	"TCP863374"
"HOCP01524"	"CP890825"	"LCP86454"
"HOCP01525"	"HOCP85845"	"TCP863374"
"HOCP01526"	"LCP85384"	"CP880757"
"HOCP01527"	"HO93769"	"HOCP93750"
"HOCP01528"	"LCP85384"	"CP880757"
"HOCP01529"	"LCP85384"	"CP880757"
"HOCP01530"	"LCP85384"	"CP880757"
"HOCP01531"	"HO93769"	"HOCP92618"
"HOCP01532"	"LCP85384"	"HOCP92654"
"HOCP01533"	"LCP85384"	"HOCP92654"
"HOCP01534"	"LCP85384"	"HOCP92654"
"HOCP01535"	"LCP85384"	"HOCP93721"
"HOCP01536"	"LCP85384"	"CP880757"
"HOCP01537"	"LCP85384"	"HOCP92618"
"HOCP01541"	"LCP85384"	"HOCP85845"
"HOCP01543"	"LCP86454"	"LCP85384"
"HOCP01544"	"LCP86454"	"LCP85384"
"HOCP01545"	"LCP86454"	"LCP85384"
"HOCP01547"	"LCP85384"	"HOCP85845"
"HOCP01548"	"LCP85384"	"HOCP85845"
"HOCP01549"	"LCP85384"	"HOCP85845"
"HOCP01550"	"CP790348"	"HOCP89843"
"HOCP01551"	"LCP86454"	"CP890831"
"HOCP01553"	"LCP86454"	"LCP85384"
"HOCP01554"	"LCP86454"	"LCP85384"
"HOCP01558"	"CP890825"	"LCP86454"
"HOCP01561"	"LCP85384"	"CP830644"
"HOCP01567"	"CP910558"	"US90018"
"HOCP02600"	"CP880702"	"LCP86454"
"HOCP02601"	"HO93769"	"CP890837"
"HOCP02602"	"CP701133"	"CP890831"
"HOCP02603"	"LCP85384"	"HOCP90977"
"HOCP02604"	"HO93769"	"LCP85384"
"HOCP02605"	"LHO83153"	"HOCP90923"
"HOCP02606"	"LCP85384"	"US93016"
"HOCP02607"	"LCP85384"	"US93017"
"HOCP02608"	"RSB9020"	"HOCP92624"
"HOCP02609"	"HOCP92648"	"HOCP85845"
"HOCP02610"	"HOCP92648"	"HOCP85845"
"HOCP02611"	"CP822043"	"CP650357"
"HOCP02612"	"LCP85384"	"CP650357"
"HOCP02613"	"LCP81030"	"CP910557"
"HOCP02614"	"LCP85384"	"CP890884"
"HOCP02615"	"LCP85384"	"CP890884"
"HOCP02616"	"LCP85384"	"CP890831"
"HOCP02617"	"LCP85384"	"CP890831"
"HOCP02618"	"LCP85384"	"CP890831"
"HOCP02619"	"LCP85384"	"CP890831"
"HOCP02620"	"LCP85384"	"CP890831"
"HOCP02621"	"LCP85384"	"CP890831"
"HOCP02622"	"LCP85384"	"CP890831"
"HOCP02623"	"LCP85384"	"CP890831"
"HOCP02624"	"LCP85384"	"CP890831"
"HOCP02625"	"LCP85384"	"CP890831"
"HOCP02626"	"LCP85384"	"CP890831"
"HOCP02627"	"LCP85384"	"CP890831"
"HOCP02628"	"LCP85384"	"CP890831"
"HOCP02629"	"LCP85384"	"CP890831"
"HOCP02630"	"LCP85384"	"CP890831"
"HOCP02631"	"LCP85384"	"CP890831"
"HOCP02632"	"LCP85384"	"CP890831"
"HOCP02633"	"LCP85384"	"CP890831"
"HOCP02634"	"LCP85384"	"CP890831"
"HOCP02635"	"LCP85384"	"CP890831"
"HOCP02636"	"LCP85384"	"CP890831"
"HOCP02637"	"LCP85384"	"CP890831"
"HOCP02638"	"LCP85384"	"CP890831"
"HOCP02639"	"HOCP90956"	"HOCP91542"
"HOCP02640"	"HOCP91559"	"CP890821"
"HOCP02641"	"HOCP92676"	"HOCP85845"
"HOCP02642"	"HOCP92676"	"HOCP85845"
"HOCP02643"	"HOCP92676"	"US90018"
"HOCP02644"	"HOCP92676"	"US90018"
"HOCP02645"	"HOCP92676"	"US90018"
"HOCP02646"	"HO94856"	"CP790318"
"HOCP02647"	"CP860916"	"LCP86454"
"HOCP02648"	"HO94851"	"HO94848"
"HOCP02649"	"CP892377"	"HO94848"
"HOCP02650"	"CP910559"	"HOCP91542"
"HOCP02651"	"HOCP90941"	"HO94856"
"HOCP02652"	"HOCP93750"	"HO94856"
"HOCP03700"	"HO95985"	"HO94817"
"HOCP03701"	"CP57614"	"HO94808"
"HOCP03702"	"LCP85384"	"HO95988"
"HOCP03703"	"HOCP95947"	"HOCP92618"
"HOCP03704"	"HOCP95947"	"HOCP95908"
"HOCP03705"	"CP57614"	"CP890831"
"HOCP03706"	"LCP86454"	"HO94861"
"HOCP03707"	"HOCP93750"	"HOCP92624"
"HOCP03708"	"HOCP93750"	"HOCP92624"
"HOCP03709"	"LCP86454"	"HOCP93750"
"HOCP03710"	"LCP86454"	"CP890831"
"HOCP03711"	"LCP86454"	"HOCP93746"
"HOCP03712"	"LCP86454"	"HO94839"
"HOCP03713"	"LCP86454"	"HO94856"
"HOCP03714"	"CP890831"	"HO94856"
"HOCP03715"	"HOCP93750"	"HOCP92624"
"HOCP03716"	"HOCP93750"	"HOCP92624"
"HOCP03717"	"LCP86454"	"LCP85384"
"HOCP03718"	"HOCP92618"	"HO94850"
"HOCP03719"	"HOCP92631"	"HO94856"
"HOCP03720"	"LCP85384"	"CP890831"
"HOCP03721"	"LCP85384"	"CP890831"
"HOCP03722"	"LCP86454"	"L93393"
"HOCP03723"	"L93378"	"HOCP90941"
"HOCP03724"	"HOCP92631"	"HO94808"
"HOCP03725"	"HOCP92618"	"HO94808"
"HOCP03726"	"HOCP92631"	"HO94856"
"HOCP03727"	"LCP86454"	"LCP85384"
"HOCP03728"	"LCP86454"	"LCP85384"
"HOCP03729"	"HOCP92618"	"HO94808"
"HOCP03730"	"LCP86454"	"LCP85384"
"HOCP03731"	"HOCP92624"	"L91250"
"HOCP03732"	"HOCP93750"	"HOCP94836"
"HOCP03733"	"HOCP93750"	"HO94808"
"HOCP03734"	"HOCP93750"	"HOCP92624"
"HOCP03735"	"LCP85384"	"CP890831"
"HOCP03736"	"LCP85384"	"HOCP94836"
"HOCP03737"	"CP901436"	"HO94856"
"HOCP03738"	"HOCP90941"	"HO94856"
"HOCP03739"	"HOCP90941"	"HO94808"
"HOCP03740"	"LCP85384"	"CP890831"
"HOCP03741"	"HOCP92631"	"LCP85384"
"HOCP03742"	"HOCP92631"	"LCP85384"
"HOCP03743"	"HOCP92631"	"LCP85384"
"HOCP03744"	"HO95985"	"CP890831"
"HOCP03745"	"LCP85384"	"CP890831"
"HOCP03746"	"HOCP92631"	"LCP86454"
"HOCP03747"	"HOCP92631"	"LCP86454"
"HOCP03748"	"LCP85384"	"CP890831"
"HOCP03749"	"LCP85384"	"CP890831"
"HOCP03750"	"HOCP92618"	"CP890831"
"HOCP03751"	"HOCP92631"	"CP890831"
"HOCP03752"	"LCP85384"	"HOCP93750"
"HOCP03753"	"HOCP92618"	"CP890831"
"HOCP03754"	"L93378"	"HOCP92648"
"HOCP03755"	"HOCP92675"	"HOCP93707"
"HOCP03756"	"HOCP92675"	"HOCP93707"
"HOCP03757"	"HOCP93750"	"LCP86454"
"HOCP03758"	"CP921320"	"HOCP90941"
"HOCP03760"	"HOCP92631"	"LCP86454"
"HOCP04800"	"HO95985"	"HOCP92624"
"HOCP04801"	"CP701133"	"HOCP93746"
"HOCP04802"	"HOCP92618"	"HOCP93775"
"HOCP04803"	"HOCP92618"	"HOCP93775"
"HOCP04804"	"HOCP92618"	"HOCP85845"
"HOCP04805"	"LCP86454"	"HO94864"
"HOCP04806"	"HOCP96540"	"HOCP92624"
"HOCP04807"	"HOCP92624"	"HO94856"
"HOCP04808"	"HOCP92624"	"HO94856"
"HOCP04809"	"HOCP96540"	"HOCP95950"
"HOCP04810"	"CP890837"	"HOCP92631"
"HOCP04811"	"CP890837"	"HO94856"
"HOCP04812"	"HOCP92624"	"HO94856"
"HOCP04813"	"LCP86454"	"HOCP94828"
"HOCP04814"	"HO95985"	"HOCP95908"
"HOCP04816"	"L94426"	"HO95995"
"HOCP04817"	"L94426"	"HOCP92624"
"HOCP04818"	"LCP85384"	"HOCP93750"
"HOCP04819"	"HOCP93750"	"HO94856"
"HOCP04820"	"HOCP94814"	"HOCP92674"
"HOCP04821"	"L93378"	"HOCP93746"
"HOCP04822"	"HOCP95944"	"HO94864"
"HOCP04823"	"HO94861"	"HOCP92674"
"HOCP04824"	"L93378"	"HOCP92648"
"HOCP04825"	"LCP86454"	"HO94808"
"HOCP04826"	"LCP85384"	"HO94864"
"HOCP04827"	"HO97687"	"HOCP92624"
"HOCP04828"	"HOCP95950"	"HOCP96529"
"HOCP04829"	"LCP85384"	"HOCP85845"
"HOCP04830"	"HOCP93775"	"HO94856"
"HOCP04831"	"CP890837"	"HOCP91552"
"HOCP04832"	"CP890837"	"HOCP91552"
"HOCP04833"	"HOCP90941"	"L93363"
"HOCP04834"	"HOCP92618"	"HO94856"
"HOCP04835"	"HOCP92618"	"HOCP93775"
"HOCP04836"	"HOCP92618"	"HO94856"
"HOCP04837"	"HOCP92618"	"HOCP85845"
"HOCP04838"	"LCP85384"	"HOCP85845"
"HOCP04839"	"LCP85384"	"HOCP85845"
"HOCP04840"	"LCP85384"	"HOCP85845"
"HOCP04841"	"CP890837"	"US90018"
"HOCP04842"	"HOCP93750"	"HOCP91552"
"HOCP04843"	"LCP86454"	"HOCP95908"
"HOCP04844"	"HO95988"	"HOCP85845"
"HOCP04846"	"L94426"	"HOCP92648"
"HOCP04847"	"L94426"	"HOCP92648"
"HOCP04848"	"HOCP93750"	"HO94836"
"HOCP04849"	"LCP85384"	"CP890831"
"HOCP04850"	"LCP86454"	"HO94856"
"HOCP04851"	"HO94861"	"HOCP85845"
"HOCP04852"	"HO94861"	"HOCP92674"
"HOCP04853"	"CP890831"	"HOCP95908"
"HOCP04854"	"LCP85384"	"HOCP93746"
"HOCP04855"	"LCP85384"	"HO95995"
"HOCP04856"	"HOCP96540"	"CP890831"
"HOCP04857"	"HOCP93750"	"HOCP85845"
"HOCP04858"	"LCP85384"	"CP830606"
"HOCP04859"	"HOCP96540"	"LCP86454"
"HOCP05900"	"L95461"	"HO94808"
"HOCP05901"	"LCP86454"	"HOCP95951"
"HOCP05902"	"HOCP96540"	"HOCP95950"
"HOCP05903"	"HOCP96540"	"HOCP94822"
"HOCP05904"	"HOCP96540"	"HOCP94822"
"HOCP05905"	"HOCP96540"	"HOCP94822"
"HOCP05906"	"HOCP95908"	"LCP86454"
"HOCP05907"	"HOCP92631"	"HOCP91559"
"HOCP05908"	"HOCP96540"	"CP890831"
"HOCP05909"	"HOCP96540"	"CP890831"
"HOCP05910"	"HOCP96540"	"HO95985"
"HOCP05911"	"HOCP92618"	"HO94856"
"HOCP05912"	"HOCP92618"	"HO94856"
"HOCP05913"	"HOCP92618"	"HO94856"
"HOCP05914"	"HOCP92631"	"HOCP94828"
"HOCP05915"	"HOCP92631"	"HO94856"
"HOCP05916"	"HOCP92624"	"HO94856"
"HOCP05917"	"HOCP92624"	"HO94856"
"HOCP05918"	"HOCP90941"	"HO94856"
"HOCP05919"	"HOCP90941"	"HO94856"
"HOCP05920"	"HOCP90941"	"HO94856"
"HOCP05921"	"HOCP90941"	"HO94856"
"HOCP05922"	"HOCP93750"	"CP890837"
"HOCP05923"	"HOCP93750"	"CP890837"
"HOCP05924"	"HOCP93750"	"CP890837"
"HOCP05925"	"HOCP93750"	"CP890837"
"HOCP05926"	"HOCP90941"	"CP890837"
"HOCP05927"	"HOCP92631"	"LCP86454"
"HOCP05928"	"L93378"	"HOCP92648"
"HOCP05929"	"L93378"	"HOCP92648"
"HOCP05930"	"HOCP92618"	"HO94808"
"HOCP05931"	"LCP85384"	"HOCP92631"
"HOCP05932"	"LCP85384"	"HOCP92631"
"HOCP05933"	"LCP85384"	"HOCP92631"
"HOCP05934"	"LCP85384"	"CP890831"
"HOCP05939"	"HOCP96538"	"HOCP91552"
"HOCP05945"	"LCP85384"	"CP890831"
"HOCP05946"	"HOCP97609"	"HO94817"
"HOCP05947"	"HOCP92675"	"HOCP97609"
"HOCP05951"	"L99226"	"LCP86454"
"HOCP05956"	"H00P4"	"HO94856"
"HOCP05957"	"H00P4"	"HO94856"
"HOCP05958"	"H00P4"	"HO94856"
"HOCP05959"	"H00P4"	"HO94856"
"HOCP05960"	"LCP86454"	"HOCP93750"
"HOCP06500"	"L93378"	"CP890831"
"HOCP06501"	"HOCP92631"	"HOCP93750"
"HOCP06502"	"LCP85384"	"HOCP95908"
"HOCP06503"	"CP57614"	"CP890831"
"HOCP06504"	"HO95988"	"HOCP92648"
"HOCP06505"	"LCP86454"	"HO94864"
"HOCP06506"	"LCP86454"	"HO94864"
"HOCP06507"	"LCP86454"	"HO94864"
"HOCP06508"	"HOCP96540"	"HO94856"
"HOCP06509"	"HOCP95908"	"CP890831"
"HOCP06510"	"LCP85384"	"HOCP92675"
"HOCP06511"	"LCP85384"	"HOCP92675"
"HOCP06512"	"HOCP96540"	"HOCP96503"
"HOCP06513"	"HOCP96540"	"CP890831"
"HOCP06514"	"HOCP95950"	"HO94856"
"HOCP06515"	"LCP85384"	"HO93770"
"HOCP06516"	"HO94856"	"HOCP99833"
"HOCP06517"	"HOCP96540"	"HOCP94836"
"HOCP07600"	"LCP86454"	"HOCP93750"
"HOCP07601"	"LCP86454"	"HOCP93750"
"HOCP07605"	"LCP86454"	"HOCP93750"
"HOCP07606"	"LCP86454"	"HOCP95950"
"HOCP07608"	"HOCP00917"	"HOCP99804"
"HOCP07610"	"LCP86454"	"HOCP99870"
"HOCP07611"	"HOCP99833"	"HOCP95951"
"HOCP07614"	"CP770407"	"HOCP99866"
"HOCP07615"	"CP770407"	"L99230"
"HOCP07619"	"LCP86454"	"HOCP99870"
"HOCP07621"	"CP770407"	"HOCP99870"
"HOCP07622"	"HOCP96540"	"HOCP95951"
"HOCP08700"	"POLY02P20"	"HOCP91555"
"HOCP08701"	"CP961252"	"HOCP01558"
"HOCP08702"	"HOCP91555"	"US99002"
"HOCP08703"	"HOCP99833"	"HOCP95951"
"HOCP08724"	"CP961252"	"HO94856"
"HOCP08725"	"HOCP01523"	"TUCCP7742"
"HOCP08726"	"HOCP96540"	"L97128"
"HOCP08729"	"HOCP00930"	"HOCP98741"
"HOCP09800"	"POLY03P11"	"L97128"
"HOCP09801"	"HOCP01523"	"HOCP02610"
"HOCP09802"	"POLY04P06"	"HOCP00950"
"HOCP09803"	"POLY04P06"	"HOCP00950"
"HOCP09804"	"HOCP01523"	"HOCP02625"
"HOCP09805"	"HOCP01523"	"HOCP00930"
"HOCP09806"	"CP993027"	"TUCCP7742"
"HOCP09807"	"L00259"	"HOCP01558"
"HOCP09808"	"HOCP01553"	"HOCP01529"
"HOCP09809"	"HOCP01553"	"US99001"
"HOCP09810"	"HOCP01553"	"HOCP01529"
"HOCP09811"	"HOCP01553"	"HO04856"
"HOCP09812"	"HOCP99833"	"L99226"
"HOCP09813"	"HOCP96540"	"L01312"
"HOCP09814"	"HOCP01553"	"L00266"
"HOCP09846"	"HOCP96540"	"HOCP00938"
"HOCP09847"	"HOCP96540"	"HOCP00938"
"HOCP09857"	"HO93770"	"CP890831"
"HOCP09859"	"HO93770"	"HO94856"
"HOCP85834"	"CP770415"	"CP730351"
"HOCP85845"	"CP770403"	"CP720370"
"HOCP88739"	"CP800323"	"CP790302"
"HOCP88769"	"CP780304"	"CP720356"
"HOCP89831"	"CP760331"	"CP720370"
"HOCP89843"	"CP780304"	"CP720370"
"HOCP89846"	"CP780304"	"CP810325"
"HOCP89879"	"CP790348"	"CP44383"
"HOCP89888"	"US80012"	"CP790318"
"HOCP90923"	"CP720370"	"CP740383"
"HOCP90941"	"CP800323"	"LCP8109"
"HOCP90951"	"CP820551"	"CP720370"
"HOCP90956"	"LCP81030"	"CP700330"
"HOCP90957"	"LCP81030"	"CP700330"
"HOCP90963"	"LCP81030"	"CP780304"
"HOCP90968"	"LCP81030"	"CP780304"
"HOCP90977"	"CP711038"	"CP810325"
"HOCP90987"	"CP830657"	"CP790332"
"HOCP91502"	"CP790348"	"CP700321"
"HOCP91527"	"CP720370"	"CP820546"
"HOCP91534"	"LCP81030"	"CP700330"
"HOCP91542"	"LCP81030"	"CP720370"
"HOCP91552"	"CP720356"	"LCP81010"
"HOCP91555"	"LCP82094"	"CP830644"
"HOCP91558"	"LCP82089"	"CP820550"
"HOCP91559"	"CP721210"	"CP700321"
"HOCP91572"	"US83018"	"CP700321"
"HOCP91576"	"CP700321"	"CP790318"
"HOCP92607"	"CP800323"	"CP720370"
"HOCP92614"	"CP811254"	"CP790318"
