,VARIETY,FEMALEPARENT,MALEPARENT,T_SPACRE,TRS_TON,TCA,FIBER,MSTWT,POPN,SYPCT,SCPCT,CYPCT,SWPCT,POPPCT
616,2005913,HO94-856,HOCP92-618,11165.2266,242,46.1373,100.0858799,1.64,46282.5,119.2453391,91.37800943,129.4266901,86.11323455,121.3769213
617,2005914,HOCP94-828,HOCP92-631,8655.4809,231.5,37.4616,98.85758923,1.78,42652.5,92.44109342,87.41326108,105.0891772,93.46436432,111.8571628
618,2005915,HO94-856,HOCP92-631,12879.86894,242.8422222,53.33579167,85.70299219,2.156666667,51122.5,137.5578297,91.6960284,149.6202634,113.242404,134.0699327
619,2005916,HO94-856,HOCP92-624,10961.96248,231.5,46.95972188,91.25011142,2.095,45601.875,117.0744652,87.41326108,131.7337896,110.0044063,119.5919666
620,2005917,HO94-856,HOCP92-624,11654.43424,267.7211111,43.31900833,85.98034815,2.078888889,41997.08333,124.4701082,101.0901744,121.5206756,109.158443,110.1383175
621,2005918,HO94-856,HOCP90-941,10845.94054,252.3370271,43.20396568,91.42604869,1.9,43684.02246,115.8353434,95.28122,121.1979521,99.7653327,114.5623542
622,2005919,HO94-856,HOCP90-941,11549.69381,239.62,48.20463542,89.26899741,2.336666667,41694.58333,123.3514736,90.47933314,135.2260841,122.6938565,109.3450043
623,2005920,HO94-856,HOCP90-941,13109.68014,232.4442857,56.61698036,93.21141429,2.265238095,50828.64286,140.0122282,87.76981872,158.8248201,118.9432801,133.2992856
624,2005921,HO94-856,HOCP90-941,12160.92426,239.5,50.70883125,99.25381203,2.255,44921.25,129.8794542,90.43402173,142.2509811,118.4056975,117.8070119
625,2005922,CP89-837,HOCP93-750,12395.98047,238.9644444,51.69195625,75.95591124,2.41,43106.25,132.3898697,90.23179858,145.0088931,126.5444483,113.0471326
626,2005923,CP89-837,HOCP93-750,12318.12308,240.7742857,51.08399607,86.1289317,2.418571429,42285.17857,131.5583478,90.91518574,143.3034124,126.9945175,110.8938539
