,MVARIETY,FVARIETY,X.1,X,CROSS,DATE,FEMALE,MALE,F_POL,M_POL,CUBICLE,FUZZ,GERM,SEED,CROSSING.SERIES,AVGGERMF,SUMSEEDF,AVGGERMM,SUMSEEDM,AVGGERMX,SUMSEEDX,XN,FEFF,MEFF,XEFF,SUMGCA,SUM_SURVIVE,SUM_LINE1NO,SUM_LINE2NO,SUM_INCNO,SUM_ASSIGNNO,FFP,FMP,FSYPCT,FSCPCT,FCYPCT,FSWPCT,FPOPPCT,FFIBPCT,MFP,MMP,MSYPCT,MSCPCT,MCYPCT,MSWPCT,MPOPPCT,MFIBPCT,XSYPCT,XSCPCT,XCYPCT,XSWPCT,XPOPPCT,FRUST,FMOS,FLS,FSMUT,MRUST,MMOS,MLS,MSMUT,FBru1,MBru1,FLS1,MLS1
1,1965357,2001296,1753,1753,XL02-375,275,L01-296,CP65-357,6,3,9,4.811,19,182.818,2002,19,182.818,9,319.978,19,182.818,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,CP65-357,LCP85-384,134.5164708,104.7002208,128.6995762,132.314357,95.47934014,NA,CP52-068,CP53-017,72.97009798,95.45326129,75.75510732,119.3987369,62.38041832,105.5004559,103.7432844,100.0767411,102.2273417,125.856547,78.92987923,,,,,,,,,NA,NA,NA,NA
2,1965357,1965357,1857,1857,XL02-481,294,CP65-357,CP65-357,3,3,55,6.548,1,13.096,2002,79.80645161,34482.5,9,319.978,1,13.096,1,0.00154012,NA,NA,NA,NA,NA,NA,NA,NA,CP52-068,CP53-017,72.97009798,95.45326129,75.75510732,119.3987369,62.38041832,105.5004559,CP52-068,CP53-017,72.97009798,95.45326129,75.75510732,119.3987369,62.38041832,105.5004559,72.97009798,95.45326129,75.75510732,119.3987369,62.38041832,,,,,,,,,NA,NA,NA,NA
3,1965357,2000266,1751,1751,XL02-373,275,L00-266,CP65-357,6,3,9,3.877,16,124.064,2002,45.66666667,4124.748,9,319.978,16,124.064,1,0,NA,NA,NA,NA,NA,NA,NA,NA,HOCP89-846,L93-386,101.5544846,93.98227473,108.8069098,99.86540902,110.6482086,100.1724138,CP52-068,CP53-017,72.97009798,95.45326129,75.75510732,119.3987369,62.38041832,105.5004559,87.26229127,94.71776801,92.28100857,109.632073,86.51431344,,,,,,,,,NA,NA,NA,NA
4,1965357,2001292,1752,1752,XL02-374,275,L01-292,CP65-357,7,3,9,7.16,0,0,2002,2.5,73.45,9,319.978,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,CP65-357,LCP85-384,131.1481081,97.72721935,133.1442401,138.5253206,93.61212996,99.08680143,CP52-068,CP53-017,72.97009798,95.45326129,75.75510732,119.3987369,62.38041832,105.5004559,102.0591031,96.59024032,104.4496737,128.9620288,77.99627414,,,,,,,,,NA,NA,NA,NA
5,1970010,1979010,709,709,XL97-227,295,US79-010,US70-010,4,4,6,7.33,1,14.66,1997,52.75,40951.428,5.333333333,145.66,1,14.66,1,0.0002936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
6,1970010,1992624,707,707,XL97-225,295,HOCP92-624,US70-010,5,4,6,5.16,8,82.56,1997,NA,374884.422,5.333333333,145.66,8,82.56,1,0.000606224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,R,MR,MR,,,,,-,NA,,NA
7,1970010,1985313,708,708,XL97-226,295,LCP85-313,US70-010,6,4,6,3.46,7,48.44,1997,77.875,23628.68,5.333333333,145.66,7,48.44,1,0.000699668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
8,1970321,1992307,76,76,XL96-076,271,LHO92-307,CP70-321,3,3,13,5.84,59,689.12,1996,86.25,10923.16,48.85714286,8448.96,59,689.12,1,0.000828157,0.000342114,0,0.001170272,212,8,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,CP61-039,CP57-614,83.06257619,96.01692678,85.86747267,120.8579645,69.584535,95.81381472,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
9,1970321,1985845,75,75,XL96-075,271,HOCP85-845,CP70-321,5,3,13,4.12,37,304.88,1996,55.79760274,173442.988,48.85714286,8448.96,37,304.88,1,0.000203821,0.000342114,NA,0.000545935,NA,NA,NA,NA,NA,CP72-370,CP77-403,84.24708062,93.47627944,89.53889071,112.4838721,79.05412534,104.2471877,CP61-039,CP57-614,83.06257619,96.01692678,85.86747267,120.8579645,69.584535,95.81381472,83.6548284,94.74660311,87.70318169,116.6709183,74.31933017,MR,R,S,R,,,,,NA,NA,NA,NA
10,1970321,1970321,384,384,XL96-388,292,CP70-321,CP70-321,3,3,30,6.03,3,36.18,1996,8.736842105,2351.632,48.85714286,8448.96,3.666666667,128.82,3,0.00118624,0.000342114,NA,0.001528354,NA,NA,NA,NA,NA,CP61-039,CP57-614,83.06257619,96.01692678,85.86747267,120.8579645,69.584535,95.81381472,CP61-039,CP57-614,83.06257619,96.01692678,85.86747267,120.8579645,69.584535,95.81381472,83.06257619,96.01692678,85.86747267,120.8579645,69.584535,,,,,,,,,NA,NA,NA,NA
11,1970321,1992654,309,309,XL96-313,288,HOCP92-654,CP70-321,3,3,22,5.85,264,3088.8,1996,170.9230769,28860.58,48.85714286,8448.96,264,3088.8,1,0,0.000342114,0,0.000342114,91,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,CP61-039,CP57-614,83.06257619,96.01692678,85.86747267,120.8579645,69.584535,95.81381472,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
12,1970321,1993365,308,308,XL96-312,288,L93-365,CP70-321,7,3,22,6.96,5,69.6,1996,33.9375,7224.534,48.85714286,8448.96,5,69.6,1,0.001843884,0.000342114,NA,0.002185999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CP61-039,CP57-614,83.06257619,96.01692678,85.86747267,120.8579645,69.584535,95.81381472,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
13,1970321,1988739,383,383,XL96-387,292,HOCP88-739,CP70-321,5,3,30,7.19,3,43.14,1996,23.49019608,15926.872,48.85714286,8448.96,3,43.14,1,0.001280956,0.000342114,NA,0.001623071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CP61-039,CP57-614,83.06257619,96.01692678,85.86747267,120.8579645,69.584535,95.81381472,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
14,1970321,1993363,228,228,XL96-231,281,L93-363,CP70-321,4,3,2,4.45,31,275.9,1996,77.47058824,17002.978,48.85714286,8448.96,31,275.9,1,0.001754899,0.000342114,0,0.002097013,95,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,CP61-039,CP57-614,83.06257619,96.01692678,85.86747267,120.8579645,69.584535,95.81381472,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
15,1970321,1981010,74,74,XL96-074,271,LCP81-010,CP70-321,7,3,13,9.21,97,1786.74,1996,NA,371562.37,48.85714286,8448.96,97,1786.74,1,0.000335411,0.000342114,0,0.000677526,248,12,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,CP61-039,CP57-614,83.06257619,96.01692678,85.86747267,120.8579645,69.584535,95.81381472,NA,NA,NA,NA,NA,MS,R,R,MR,,,,,-,NA,,NA
16,1970321,1970321,77,77,XL96-077,271,CP70-321,CP70-321,3,3,13,7.47,4,59.76,1996,8.736842105,2351.632,48.85714286,8448.96,3.666666667,128.82,3,0.00118624,0.000342114,NA,0.001528354,NA,NA,NA,NA,NA,CP61-039,CP57-614,83.06257619,96.01692678,85.86747267,120.8579645,69.584535,95.81381472,CP61-039,CP57-614,83.06257619,96.01692678,85.86747267,120.8579645,69.584535,95.81381472,83.06257619,96.01692678,85.86747267,120.8579645,69.584535,,,,,,,,,NA,NA,NA,NA
17,1970321,1986429,73,73,XL96-073,271,LCP86-429,CP70-321,7,3,13,7.74,20,309.6,1996,111.4285714,61231.28,48.85714286,8448.96,20,309.6,1,0.000615764,0.000342114,0,0.000957878,223,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,CP61-039,CP57-614,83.06257619,96.01692678,85.86747267,120.8579645,69.584535,95.81381472,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
18,1970321,1993376,227,227,XL96-230,281,L93-376,CP70-321,7,2,2,5.97,0,0,1996,0.875,65.22,48.85714286,8448.96,0,0,1,NA,0.000342114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CP61-039,CP57-614,83.06257619,96.01692678,85.86747267,120.8579645,69.584535,95.81381472,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
19,1970321,1985313,307,307,XL96-311,288,LCP85-313,CP70-321,5,3,22,4.44,112,994.56,1996,77.875,23628.68,48.85714286,8448.96,112,994.56,1,0.000699668,0.000342114,0,0.001041782,46,13,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,CP61-039,CP57-614,83.06257619,96.01692678,85.86747267,120.8579645,69.584535,95.81381472,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
20,1970321,1991575,226,226,XL96-229,281,HOCP91-575,CP70-321,7,3,2,8.42,45,757.8,1996,67.125,8832.38,48.85714286,8448.96,45,757.8,1,0,0.000342114,0,0.000342114,227,16,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,CP61-039,CP57-614,83.06257619,96.01692678,85.86747267,120.8579645,69.584535,95.81381472,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
21,1970321,1970321,229,229,XL96-232,281,CP70-321,CP70-321,3,3,2,4.11,4,32.88,1996,8.736842105,2351.632,48.85714286,8448.96,3.666666667,128.82,3,0.00118624,0.000342114,NA,0.001528354,NA,NA,NA,NA,NA,CP61-039,CP57-614,83.06257619,96.01692678,85.86747267,120.8579645,69.584535,95.81381472,CP61-039,CP57-614,83.06257619,96.01692678,85.86747267,120.8579645,69.584535,95.81381472,83.06257619,96.01692678,85.86747267,120.8579645,69.584535,,,,,,,,,NA,NA,NA,NA
22,1972370,1979348,46,46,XL96-046,269,CP79-348,CP72-370,7,3,26,6.02,17,204.68,1996,72.57894737,22460.466,70.78571429,13334.42,17,204.68,1,0.000891166,0.002271007,NA,0.003162173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CP61-037,CP52-068,87.0035375,97.25426811,89.58099968,120.325487,72.64962502,99.01630712,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
23,1972370,1972370,162,162,XL96-164,278,CP72-370,CP72-370,3,3,24,3.54,32,226.56,1996,86.4,7729.16,70.78571429,13334.42,27,429.84,2,0.000252493,0.002271007,NA,0.0025235,NA,NA,NA,NA,NA,CP61-037,CP52-068,87.0035375,97.25426811,89.58099968,120.325487,72.64962502,99.01630712,CP61-037,CP52-068,87.0035375,97.25426811,89.58099968,120.325487,72.64962502,99.01630712,87.0035375,97.25426811,89.58099968,120.325487,72.64962502,,,,,,,,,NA,NA,NA,NA
24,1972370,1987472,47,47,XL96-047,269,LCP87-472,CP72-370,1,3,26,7.53,75,1129.5,1996,96.77777778,11196.8,70.78571429,13334.42,75,1129.5,1,0.00083612,0.002271007,NA,0.003107127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CP61-037,CP52-068,87.0035375,97.25426811,89.58099968,120.325487,72.64962502,99.01630712,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
25,1972370,1986429,11,11,XL96-011,267,LCP86-429,CP72-370,8,3,26,6.38,77,982.52,1996,111.4285714,61231.28,70.78571429,13334.42,96.5,3010.2,2,0.000615764,0.002271007,0,0.00288677,251,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,CP61-037,CP52-068,87.0035375,97.25426811,89.58099968,120.325487,72.64962502,99.01630712,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
26,1972370,1977310,160,160,XL96-162,278,CP77-310,CP72-370,7,3,24,8.66,78,1350.96,1996,75.14285714,16997.14,70.78571429,13334.42,78,1350.96,1,0.000243962,0.002271007,0,0.002514969,243,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,CP61-037,CP52-068,87.0035375,97.25426811,89.58099968,120.325487,72.64962502,99.01630712,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
27,1972370,1988739,223,223,XL96-226,281,HOCP88-739,CP72-370,6,3,24,7.31,82,1198.84,1996,23.49019608,15926.872,70.78571429,13334.42,82,1198.84,1,0.001280956,0.002271007,0,0.003551963,180,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,CP61-037,CP52-068,87.0035375,97.25426811,89.58099968,120.325487,72.64962502,99.01630712,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
28,1972370,1986429,237,237,XL96-240,283,LCP86-429,CP72-370,4,3,24,8.74,116,2027.68,1996,111.4285714,61231.28,70.78571429,13334.42,96.5,3010.2,2,0.000615764,0.002271007,0,0.00288677,36,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,CP61-037,CP52-068,87.0035375,97.25426811,89.58099968,120.325487,72.64962502,99.01630712,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
29,1972370,1978020,161,161,XL96-163,278,US78-020,CP72-370,3,3,24,8.16,4,65.28,1996,13.36363636,3650.82,70.78571429,13334.42,4,65.28,1,0.00127551,0.002271007,NA,0.003546517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CP61-037,CP52-068,87.0035375,97.25426811,89.58099968,120.325487,72.64962502,99.01630712,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
30,1972370,1990021,12,12,XL96-012,267,US90-021,CP72-370,8,3,26,5.33,152,1620.32,1996,98.5,9905.38,70.78571429,13334.42,152,1620.32,1,0.000447628,0.002271007,0,0.002718634,106,10,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,CP61-037,CP52-068,87.0035375,97.25426811,89.58099968,120.325487,72.64962502,99.01630712,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
31,1972370,1990191,225,225,XL96-228,281,L90-191,CP72-370,3,3,24,5.22,112,1169.28,1996,76.83333333,6134.32,70.78571429,13334.42,112,1169.28,1,0.000763553,0.002271007,0,0.00303456,98,9,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,CP61-037,CP52-068,87.0035375,97.25426811,89.58099968,120.325487,72.64962502,99.01630712,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
32,1972370,1979010,224,224,XL96-227,281,US79-010,CP72-370,5,3,24,7.63,71,1083.46,1996,52.75,40951.428,70.78571429,13334.42,71,1083.46,1,0.0002936,0.002271007,0,0.002564606,93,18,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,CP61-037,CP52-068,87.0035375,97.25426811,89.58099968,120.325487,72.64962502,99.01630712,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
33,1972370,1972370,15,15,XL96-015,267,CP72-370,CP72-370,3,3,26,4.62,22,203.28,1996,86.4,7729.16,70.78571429,13334.42,27,429.84,2,0.000252493,0.002271007,NA,0.0025235,NA,NA,NA,NA,NA,CP61-037,CP52-068,87.0035375,97.25426811,89.58099968,120.325487,72.64962502,99.01630712,CP61-037,CP52-068,87.0035375,97.25426811,89.58099968,120.325487,72.64962502,99.01630712,87.0035375,97.25426811,89.58099968,120.325487,72.64962502,,,,,,,,,NA,NA,NA,NA
34,1972370,1981010,13,13,XL96-013,267,LCP81-010,CP72-370,5,3,26,8.21,91,1494.22,1996,NA,371562.37,70.78571429,13334.42,91,1494.22,1,0.000335411,0.002271007,0,0.002606418,439,29,8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,CP61-037,CP52-068,87.0035375,97.25426811,89.58099968,120.325487,72.64962502,99.01630712,NA,NA,NA,NA,NA,MS,R,R,MR,,,,,-,NA,,NA
35,1977042,1994432,1243,1243,XL01-269,NA,L94-432,TUCCP77-042,NA,NA,NA,4.039,85,687,2001,108.0277778,43977.46,40.31707317,18159.066,85,687,1,0.000697134,0.000148721,0,0.000845855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CP71-321,US72-019,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,106.162261,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
36,1977042,1986454,1221,1221,XL01-228,NA,LCP86-454,TUCCP77-042,NA,NA,NA,5.2,108,1123,2001,59.72881356,67574.176,40.31707317,18159.066,58,1211.672,2,0.001293781,0.000148721,0,0.001442502,335,0,0,0,0,CP77-310,CP69-380,73.25155645,94.72682083,76.45587546,141.056531,53.71574504,99.7635468,CP71-321,US72-019,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,106.162261,81.88774336,91.61827982,90.08103135,133.3913041,67.74405525,,,,,,,,,-,NA,,NA
37,1977042,1998207,4484,4484,XL09-604,294,L98-207,TUCCP77-042,8,3,24,7.77,112,1740,2009,46.35294118,47691.928,40.31707317,18159.066,112,1740,1,0.000490043,0.000148721,0,0.000638764,434,11,2,2,0,LCP86-454,LCP85-384,128.9348836,96.8381818,130.4349821,97.15425562,132.797369,100.1724138,CP71-321,US72-019,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,106.162261,109.729407,92.6739603,117.0705847,111.4401664,107.2848672,S,R,R,MR,,,,,NA,NA,NA,NA
38,1977042,1981010,3604,3604,XL07-256,292,LCP81-010,TUCCP77-042,5,4,21,7.95,0,0,2007,NA,371562.37,40.31707317,18159.066,0,0,1,0.000335411,0.000148721,NA,0.000484132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CP71-321,US72-019,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,106.162261,NA,NA,NA,NA,NA,MS,R,R,MR,,,,,-,NA,,NA
39,1977042,1985384,1712,1712,XL02-334,273,LCP85-384,TUCCP77-042,3,5,20,5.425,5,54.25,2002,NA,165157.114,40.31707317,18159.066,5,54.25,1,0.000781418,0.000148721,NA,0.000930139,NA,NA,NA,NA,NA,CP77-310,CP77-407,97.11168881,96.78819968,100.395971,97.72486175,101.9559696,91.78599223,CP71-321,US72-019,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,106.162261,93.81780954,92.64896924,102.0510791,111.7254695,91.86416751,S,R,R,R,,,,,-,NA,,NA
40,1977042,1996561,4481,4481,XL09-601,294,HOCP96-561,TUCCP77-042,8,3,24,2.95,86,507,2009,48.94308943,53111.656,40.31707317,18159.066,86,507,1,0.000553403,0.000148721,0,0.000702124,365,2,0,0,0,LCP85-384,CP88-729,116.7511853,102.2359324,112.9522344,115.5105293,95.72259982,103.4950456,CP71-321,US72-019,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,106.162261,103.6375578,95.37283558,108.3292108,120.6183033,88.74748264,S,R,,R,,,,,-,NA,,NA
41,1977042,2002623,3191,3191,XL06-243,275,HOCP02-623,TUCCP77-042,5,4,0,9.437,5,94,2006,34.75925926,26193.16,40.31707317,18159.066,5,94,1,0.000830861,0.000148721,NA,0.000979582,NA,NA,NA,NA,NA,CP89-831,LCP85-384,109.3965094,100.5216818,108.0898692,95.28761987,114.051617,103.8678822,CP71-321,US72-019,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,106.162261,99.96021983,94.51571029,105.8980282,110.5068485,97.91199121,,,,,,,,,NA,NA,NA,NA
42,1977042,2004434,3591,3591,XL07-243,288,L04-434,TUCCP77-042,7,3,1,8.301,1,16.6,2007,11.66666667,516.16,40.31707317,18159.066,1,16.6,1,0,0.000148721,NA,0.000148721,NA,NA,NA,NA,NA,HOCP97-609,HOCP85-845,111.3737554,95.38631477,115.6537243,114.6327566,99.61252308,88.23067776,CP71-321,US72-019,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,106.162261,100.9488428,91.94802679,109.6799557,120.1794169,90.69244427,,,,,,,,,NA,NA,NA,NA
43,1977042,2001561,2682,2682,XL04-378,299,HOCP01-561,TUCCP77-042,5,3,5,5.4,17,185,2004,42.54545455,5565,40.31707317,18159.066,17,185,1,0.000952381,0.000148721,NA,0.001101102,NA,NA,NA,NA,NA,CP83-644,LCP85-384,125.0216423,102.0798547,122.5543857,127.3394137,95.5607919,86.49808429,CP71-321,US72-019,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,106.162261,107.7727863,95.29479673,113.1302865,126.5327454,88.66657868,,,,,,,,,NA,NA,NA,NA
44,1977042,2001299,4495,4495,XL09-615,299,L01-299,TUCCP77-042,3,3,27,4.41,50,441,2009,NA,42318.278,40.31707317,18159.066,28,491,2,0.000575871,0.000148721,0,0.000724592,192,12,3,1,0,L93-365,LCP85-384,100,100,100,100,100,100,CP71-321,US72-019,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,106.162261,95.26196514,94.2548694,101.8530936,112.8630386,90.88618273,R,R,MR,S,,,,,+,NA,,NA
45,1977042,1997128,1219,1219,XL01-222,NA,L97-128,TUCCP77-042,NA,NA,NA,1.928,112,432,2001,NA,88233.572,40.31707317,18159.066,35,618.43,4,0.00060763,0.000148721,0,0.000756351,NA,NA,NA,NA,NA,LCP81-010,LCP85-384,97.33242339,100.4837029,97.36338275,116.2914104,81.86989935,99.10090029,CP71-321,US72-019,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,106.162261,93.92817683,94.49672087,100.534785,121.0087438,81.82113241,MS,R,R,S,,,,,NA,NA,NA,NA
46,1977042,2001299,2531,2531,XL04-227,278,L01-299,TUCCP77-042,5,4,4,4.2,6,50,2004,NA,42318.278,40.31707317,18159.066,28,491,2,0.000575871,0.000148721,0,0.000724592,NA,NA,NA,NA,NA,L93-365,LCP85-384,100,100,100,100,100,100,CP71-321,US72-019,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,106.162261,95.26196514,94.2548694,101.8530936,112.8630386,90.88618273,R,R,MR,S,,,,,+,NA,,NA
47,1977042,1992648,3190,3190,XL06-242,275,HOCP92-648,TUCCP77-042,7,4,0,3.706,0,0,2006,93.05940594,91168.272,40.31707317,18159.066,0,0,1,0.000513347,0.000148721,NA,0.000662068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CP71-321,US72-019,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,106.162261,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
48,1977042,2008093,4494,4494,XL09-614,299,L08-093,TUCCP77-042,7,3,27,11.43,64,1463,2009,63.5,2499,40.31707317,18159.066,64,1463,1,NA,0.000148721,NA,NA,NA,NA,NA,NA,NA,N27,03P22,83.80313199,80.71357188,101.7520541,94.23292014,105.8460843,83.97794833,CP71-321,US72-019,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,106.162261,87.16353113,84.61165534,102.7291207,109.9794987,93.80922489,,,,,,,,,NA,NA,NA,NA
49,1977042,1997128,3603,3603,XL07-255,292,L97-128,TUCCP77-042,7,4,21,1.777,8,28.43,2007,NA,88233.572,40.31707317,18159.066,35,618.43,4,0.00060763,0.000148721,0,0.000756351,NA,NA,NA,NA,NA,LCP81-010,LCP85-384,97.33242339,100.4837029,97.36338275,116.2914104,81.86989935,99.10090029,CP71-321,US72-019,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,106.162261,93.92817683,94.49672087,100.534785,121.0087438,81.82113241,MS,R,R,S,,,,,NA,NA,NA,NA
50,1977042,1983644,1710,1710,XL02-332,273,CP83-644,TUCCP77-042,7,5,20,7.027,1,14.054,2002,62.26890756,143620.034,40.31707317,18159.066,1,14.054,1,0.001195326,0.000148721,NA,0.001344047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CP71-321,US72-019,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,106.162261,NA,NA,NA,NA,NA,MR,S,R,MR,,,,,-,NA,,NA
51,1977042,1997128,3189,3189,XL06-241,275,L97-128,TUCCP77-042,7,4,0,4.048,16,130,2006,NA,88233.572,40.31707317,18159.066,35,618.43,4,0.00060763,0.000148721,0,0.000756351,NA,NA,NA,NA,NA,LCP81-010,LCP85-384,97.33242339,100.4837029,97.36338275,116.2914104,81.86989935,99.10090029,CP71-321,US72-019,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,106.162261,93.92817683,94.49672087,100.534785,121.0087438,81.82113241,MS,R,R,S,,,,,NA,NA,NA,NA
52,1977042,2002336,2684,2684,XL04-380,299,L02-336,TUCCP77-042,7,3,5,9.2,15,277,2004,19.16666667,1664,40.31707317,18159.066,15,277,1,0,0.000148721,0,0.000148721,241,26,5,4,0,HOCP88-739,LCP85-384,124.8290159,91.72082625,134.5823109,124.8136733,107.9290304,97.90249703,CP71-321,US72-019,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,106.162261,107.6764731,90.11528253,119.1442491,125.2698752,94.85069794,,,,,,,,,NA,NA,NA,NA
53,1977042,1994433,2685,2685,XL04-381,299,L94-433,TUCCP77-042,6,3,5,5,34,341,2004,60.27692308,48995.212,40.31707317,18159.066,23.5,546,2,0.000415924,0.000148721,0,0.000564645,474,40,7,1,0,NA,NA,NA,NA,NA,NA,NA,NA,CP71-321,US72-019,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,106.162261,NA,NA,NA,NA,NA,MS,R,,R,,,,,-,NA,,NA
54,1977042,2001283,3590,3590,XL07-242,288,L01-283,TUCCP77-042,6,3,1,13.389,8,214.22,2007,50.13636364,53299.372,40.31707317,18159.066,8,214.22,1,0.000550005,0.000148721,NA,0.000698726,NA,NA,NA,NA,NA,L93-365,LCP85-384,97.02080902,104.6964649,92.67778015,95.97224806,96.00157863,91.84827986,CP71-321,US72-019,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,106.162261,93.77236965,96.60310187,98.1919837,110.8491626,88.88697205,S,R,R,R,,,,,-,NA,,NA
55,1977042,1989846,1218,1218,XL01-221,NA,HOCP89-846,TUCCP77-042,NA,NA,NA,7.2,88,1267,2001,43.375,45204.33,40.31707317,18159.066,88,1267,1,0.001179593,0.000148721,0.004975124,0.001328314,201,15,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,CP71-321,US72-019,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,106.162261,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
56,1977042,2000930,2529,2529,XL04-225,278,HOCP00-930,TUCCP77-042,7,4,4,7.8,38,590,2004,57.75438596,50136.7,40.31707317,18159.066,38,590,1,0.000913984,0.000148721,0,0.001062705,188,15,3,0,0,CP89-831,LCP85-384,123.623919,96.65699349,127.7879697,118.5987148,107.1302751,89.37550535,CP71-321,US72-019,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,106.162261,107.0739246,92.58336615,115.7470785,122.162396,94.45132026,,,,,,,,,NA,NA,NA,NA
57,1977042,1977042,2532,2532,XL04-228,278,TUCCP77-042,TUCCP77-042,4,4,4,6.6,1,13,2004,7.536231884,7671.786,40.31707317,18159.066,6,208,2,0.000236072,0.000148721,NA,0.000384793,NA,NA,NA,NA,NA,CP71-321,US72-019,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,106.162261,CP71-321,US72-019,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,106.162261,90.52393028,88.50973881,103.7061872,125.7260772,81.77236546,,,,,,,,,NA,NA,NA,NA
