,MVARIETY,FVARIETY,X.1,X,CROSS,DATE,FEMALE,MALE,F_POL,M_POL,CUBICLE,FUZZ,GERM,SEED,CROSSING.SERIES,AVGGERMF,SUMSEEDF,AVGGERMM,SUMSEEDM,AVGGERMX,SUMSEEDX,XN,FEFF,MEFF,XEFF,SUMGCA,SUM_SURVIVE,SUM_LINE1NO,SUM_LINE2NO,SUM_INCNO,SUM_ASSIGNNO,FFP,FMP,FSYPCT,FSCPCT,FCYPCT,FSWPCT,FPOPPCT,FFIBPCT,MFP,MMP,MSYPCT,MSCPCT,MCYPCT,MSWPCT,MPOPPCT,MFIBPCT,XSYPCT,XSCPCT,XCYPCT,XSWPCT,XPOPPCT,FRUST,FMOS,FLS,FSMUT,MRUST,MMOS,MLS,MSMUT,FBru1,MBru1,FLS1,MLS1
1995,1994432,1985313,1554,1554,XL02-174,263,LCP85-313,L94-432,7,4,45,5.354,86,920.888,2002,77.875,23628.68,91.71428571,43841.29,86,920.888,1,0.000699668,0.000410228,NA,0.001109896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
1996,1994432,1986429,70,70,XL96-070,271,LCP86-429,L94-432,7,3,1,7.26,129,1873.08,1996,111.4285714,61231.28,91.71428571,43841.29,129,1873.08,1,0.000615764,0.000410228,0,0.001025992,241,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
1997,1994432,1987626,757,757,XL97-276,313,CP87-626,L94-432,7,5,22,3.23,4,25.84,1997,12.5,679.36,91.71428571,43841.29,4,25.84,1,0,0.000410228,NA,0.000410228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
1998,1994432,2008728,4953,4953,XL10-438,274,HO08-728,L94-432,8,3,13,4.11,21,173,2010,5.75,475,91.71428571,43841.29,21,173,1,NA,0.000410228,NA,NA,NA,NA,NA,NA,NA,HOCP92-624,HOCP96-540,145.4394528,96.43147799,149.0989062,119.1833769,129.3566499,103.0344828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
1999,1994432,1997137,2100,2100,XL03-209,279,L97-137,L94-432,5,4,18,12,111,2698,2003,46.5,6197.55,91.71428571,43841.29,111,2698,1,0.000332557,0.000410228,0,0.000742786,440,0,0,0,0,LCP81-010,LCP85-384,124.8332019,91.62822254,134.6769873,115.1805293,117.1764605,86.90538475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2000,1994432,1994432,760,760,XL97-279,313,L94-432,L94-432,5,5,22,5,14,140,1997,108.0277778,43977.46,91.71428571,43841.29,41.25,1752,4,0.000697134,0.000410228,NA,0.001107362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2001,1994432,1991281,1271,1271,XL01-311,NA,L91-281,L94-432,NA,NA,NA,6.92,216,2989,2001,45.21875,21799.826,91.71428571,43841.29,216,2989,1,0.000811359,0.000410228,NA,0.001221587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2002,1994432,2000264,1269,1269,XL01-309,NA,L00-264,L94-432,NA,NA,NA,5.6,184,2061,2001,39.8,5080.344,91.71428571,43841.29,124.5,3188.88,2,0,0.000410228,0,0.000410228,145,0,0,0,0,HOCP89-846,US77-010,133.7985532,82.48023486,160.0466059,138.8405532,113.3088677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2003,1994432,2000905,2098,2098,XL03-207,279,HOCP00-905,L94-432,6,4,18,5,78,795,2003,46.25,7925.87,91.71428571,43841.29,78,795,1,0.000734934,0.000410228,0.00530504,0.001145162,377,56,18,11,2,HOCP91-542,CP90-956,129.5679161,89.88771418,143.4033071,122.4840604,117.3557634,90.79667063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2004,1994432,2000264,1521,1521,XL02-140,261,L00-264,L94-432,6,3,36,8.676,65,1127.88,2002,39.8,5080.344,91.71428571,43841.29,124.5,3188.88,2,0,0.000410228,0,0.000410228,232,21,2,1,0,HOCP89-846,US77-010,133.7985532,82.48023486,160.0466059,138.8405532,113.3088677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2005,1994432,2002610,4057,4057,XL09-177,259,HOCP02-610,L94-432,7,3,7,6.51,240,3125,2009,126.90625,54976.38,91.71428571,43841.29,240,3125,1,0.000285769,0.000410228,0,0.000695997,759,16,7,2,0,HOCP85-845,HOCP92-648,122.0837938,94.10814385,129.7059152,114.4573579,113.6151527,106.587396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2006,1994432,2008723,4951,4951,XL10-436,274,HOL08-723,L94-432,8,3,13,8.1,5,81,2010,26.73684211,6530,91.71428571,43841.29,5,81,1,0.000659631,0.000410228,NA,0.001069859,NA,NA,NA,NA,NA,HOCP89-846,HOCP96-540,133.9926569,94.89272802,139.4618127,123.2877051,110.7892381,96.91557669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2007,1994432,1994432,72,72,XL96-072,271,L94-432,L94-432,3,3,1,5,97,970,1996,108.0277778,43977.46,91.71428571,43841.29,41.25,1752,4,0.000697134,0.000410228,NA,0.001107362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2008,1994432,1998741,1356,1356,XL01-458,NA,HOCP98-741,L94-432,NA,NA,NA,8.4,160,2688,2001,73.52941176,17651.314,91.71428571,43841.29,163,4112.612,2,0.000332889,0.000410228,0,0.000743118,239,0,0,0,0,LCP81-010,CP83-632,157.5037169,94.58015304,165.9605199,161.9075627,101.2304367,100.4026952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2009,1994433,1994433,2775,2775,XL05-068,273,L94-433,L94-433,3,3,12,5.438,4,44,2005,60.27692308,48995.212,NA,1161,21.33333333,598,3,0.000415924,0.000619195,NA,0.001035119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,R,,R,MS,R,,R,-,-,,
2010,1994433,1996561,4221,4221,XL09-341,271,HOCP96-561,L94-433,8,4,6,4.42,5,44,2009,48.94308943,53111.656,NA,1161,5,44,1,0.000553403,0.000619195,NA,0.001172598,NA,NA,NA,NA,NA,LCP85-384,CP88-729,116.7511853,102.2359324,112.9522344,115.5105293,95.72259982,103.4950456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,R,,R,MS,R,,R,-,-,,
2011,1994433,2008076,4222,4222,XL09-342,271,L08-076,L94-433,7,4,6,3.52,3,21,2009,16.14285714,1150,NA,1161,3,21,1,NA,0.000619195,NA,NA,NA,NA,NA,NA,NA,HOCP92-648,L99-233,70.07938532,88.83212999,79.66850392,89.45330716,110.6239244,88.42806183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,MS,R,,R,NA,-,NA,
2012,1994433,1997609,8792,8792,XL22-270,285,HOCP97-609,L94-433,4,4,8,3.67,0,0,2022,50.54237288,44183.82,NA,1161,0,0,1,0.000864865,0.000619195,NA,0.00148406,NA,NA,NA,NA,NA,LCP85-384,CP70-321,109.2490727,98.78495167,109.3172889,120.9917591,90.42726882,93.72923391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MR,R,R,MR,MS,R,,R,-,-,,
2013,1994433,1997128,2774,2774,XL05-067,273,L97-128,L94-433,7,3,12,4.98,2,20,2005,NA,88233.572,NA,1161,2,20,1,0.00060763,0.000619195,NA,0.001226825,NA,NA,NA,NA,NA,LCP81-010,LCP85-384,97.33242339,100.4837029,97.36338275,116.2914104,81.86989935,99.10090029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,R,R,S,MS,R,,R,NA,-,NA,
2014,1994433,2012615,8791,8791,XL22-285,287,HO12-615,L94-433,6,4,13,5.22,0,0,2022,4.102941176,3586.6,NA,1161,0,0,1,NA,0.000619195,NA,NA,NA,NA,NA,NA,NA,TUCCP77-042,HOCP96-540,97.06415245,98.87237305,97.52942177,92.27361286,105.9057149,103.4987301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,R,MS,MR,MS,R,,R,-,-,,
2015,1994433,1994433,4224,4224,XL09-344,271,L94-433,L94-433,4,4,6,2.01,8,32,2009,60.27692308,48995.212,NA,1161,21.33333333,598,3,0.000415924,0.000619195,NA,0.001035119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,R,,R,MS,R,,R,-,-,,
2016,1994433,2008084,4223,4223,XL09-343,271,L08-084,L94-433,8,4,6,7.02,7,98,2009,8.25,521,NA,1161,7,98,1,NA,0.000619195,NA,NA,NA,NA,NA,NA,NA,HOCP92-624,L02-323,76.85085423,91.66418514,86.09789196,103.3974992,102.9331879,90.27031312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,MS,R,,R,NA,-,NA,
2017,1994433,1995988,2773,2773,XL05-066,273,HO95-988,L94-433,5,3,12,5.845,1,12,2005,25.04255319,56635.556,NA,1161,1,12,1,0.000723369,0.000619195,0.002347418,0.001342564,NA,NA,NA,NA,NA,CP86-941,US89-012,97.53136871,99.08578724,97.83512752,111.5225419,85.78930489,89.66800469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,R,R,MS,MS,R,,R,-,-,,
2018,1994433,2006537,4219,4219,XL09-339,271,HO06-537,L94-433,8,4,6,5.49,22,242,2009,38.3,6166,NA,1161,22,242,1,0,0.000619195,NA,0.000619195,NA,NA,NA,NA,NA,HOCP92-624,HOCP96-540,121.698541,93.2690164,126.088855,111.1549027,107.6918416,83.83017416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,MS,R,,R,NA,-,NA,
2019,1994433,1994433,2299,2299,XL03-410,324,L94-433,L94-433,4,4,13,5,52,522,2003,60.27692308,48995.212,NA,1161,21.33333333,598,3,0.000415924,0.000619195,NA,0.001035119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,R,,R,MS,R,,R,-,-,,
2020,1994433,2008090,8793,8793,XL22-286,287,L08-090,L94-433,7,4,13,1.49,0,0,2022,NA,35248,NA,1161,NA,0,2,0.00020829,0.000619195,NA,0.000827485,NA,NA,NA,NA,NA,HOCP91-552,L99-226,106.5094796,100.8130429,106.2003642,122.9770798,85.45190842,83.96864403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,R,MS,R,MS,R,,R,-,-,,
2021,1994433,2000950,4220,4220,XL09-340,271,HOCP00-950,L94-433,8,4,6,1.8,35,126,2009,NA,76114.006,NA,1161,35,126,1,0.000404968,0.000619195,NA,0.001024163,NA,NA,NA,NA,NA,HOCP93-750,HOCP92-676,90.57354054,113.0403677,80.19593526,99.93781023,79.42921141,91.434373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MR,R,S,R,MS,R,,R,-,-,,
2022,1994433,1999233,8795,8795,XL22-269,285,L99-233,L94-433,4,4,8,2.44,0,0,2022,60.40875912,121244.162,NA,1161,0,0,1,0.000548,0.000619195,NA,0.001167195,NA,NA,NA,NA,NA,CP79-348,HOCP91-552,92.80693515,99.14159743,93.53551995,94.29412696,98.20964399,105.1308377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,R,R,S,MS,R,,R,-,-,+,
2023,1994436,1979318,221,221,XL96-223,281,CP79-318,L94-436,7,1,30,10.68,142,3033.12,1996,95.21568627,79272.94,59.5,5180.16,142,3033.12,1,0.000257309,0,0,0.000257309,112,0,0,0,0,CP65-357,L65-069,81.82910185,98.03174141,83.04400779,127.1866472,65.14806231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2024,1994436,1990923,181,181,XL96-183,278,HOCP90-923,L94-436,5,3,30,5.95,40,476,1996,46.2,5657.54,59.5,5180.16,40,476,1,0,0,0,0,197,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2025,1994436,1993376,222,222,XL96-225,281,L93-376,L94-436,7,1,30,5.39,0,0,1996,0.875,65.22,59.5,5180.16,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2026,1994436,1994436,180,180,XL96-182,278,L94-436,L94-436,3,3,30,14.92,56,1671.04,1996,76,4107.52,59.5,5180.16,56,1671.04,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2027,1994438,1990181,355,355,XL96-359,290,L90-181,L94-438,3,3,12,5.91,1,11.82,1996,115,11903.22,66.5,3989.98,1,11.82,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2028,1994438,1983644,354,354,XL96-358,290,CP83-644,L94-438,8,3,12,10.3,130,2678,1996,62.26890756,143620.034,66.5,3989.98,130,2678,1,0.001195326,0,0,0.001195326,428,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MR,S,R,MR,,,,,-,NA,,NA
2029,1994438,1992664,353,353,XL96-357,290,HOCP92-664,L94-438,8,3,12,4.3,64,550.4,1996,82.28571429,6014.18,66.5,3989.98,64,550.4,1,0,0,0,0,102,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2030,1994438,1994438,356,356,XL96-360,290,L94-438,L94-438,3,3,12,5.28,71,749.76,1996,71,749.76,66.5,3989.98,71,749.76,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2031,1994806,1989831,675,675,XL97-190,290,CP89-831,HOCP94-806,5,3,25,8.87,25,443.5,1997,62.76923077,11304.944,37.83333333,6584.24,25,443.5,1,0.001194743,0,0,0.001194743,243,30,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2032,1994806,1979010,677,677,XL97-192,290,US79-010,HOCP94-806,4,3,25,5,86,860,1997,52.75,40951.428,37.83333333,6584.24,86,860,1,0.0002936,0,0,0.0002936,234,32,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2033,1994806,1994806,1058,1058,XL98-291,295,HOCP94-806,HOCP94-806,4,4,31,6.27,0,0,1998,49,13551.832,37.83333333,6584.24,21.5,770.56,2,0.000548847,0,NA,0.000548847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2034,1994806,1982089,676,676,XL97-191,290,LCP82-089,HOCP94-806,5,3,25,8.02,184,2951.36,1997,NA,58692.65,37.83333333,6584.24,184,2951.36,1,0.000238436,0,0,0.000238436,679,0,0,0,0,CP52-068,CP72-370,80.71328651,96.83581782,82.60955401,115.8120174,70.76879461,98.85398945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2035,1994806,1987492,1057,1057,XL98-290,295,LCP87-492,HOCP94-806,6,4,31,3.77,3,22.62,1998,8.375,1188.66,37.83333333,6584.24,3,22.62,1,0.002080444,0,NA,0.002080444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2036,1994806,1985384,1123,1123,XL98-357,305,LCP85-384,HOCP94-806,6,4,6,4.14,13,107.64,1998,NA,165157.114,37.83333333,6584.24,13,107.64,1,0.000781418,0,NA,0.000781418,NA,NA,NA,NA,NA,CP77-310,CP77-407,97.11168881,96.78819968,100.395971,97.72486175,101.9559696,91.78599223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,R,R,R,,,,,-,NA,,NA
2037,1994806,1996039,1124,1124,XL98-358,305,L96-039,HOCP94-806,7,4,6,2.72,1,5.44,1998,1,5.44,37.83333333,6584.24,1,5.44,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2038,1994806,1999002,1371,1371,XL01-486,NA,US99-002,HOCP94-806,NA,NA,NA,7.76,74,1148,2001,110.2857143,23179.13,37.83333333,6584.24,74,1148,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2039,1994806,1997121,1056,1056,XL98-289,295,L97-121,HOCP94-806,7,4,31,3.22,7,45.08,1998,26.41666667,2977.06,37.83333333,6584.24,7,45.08,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2040,1994806,1994806,678,678,XL97-193,290,HOCP94-806,HOCP94-806,3,3,25,8.96,43,770.56,1997,49,13551.832,37.83333333,6584.24,21.5,770.56,2,0.000548847,0,NA,0.000548847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2041,1994806,1995998,1125,1125,XL98-359,305,HOCP95-998,HOCP94-806,7,4,6,8.63,0,0,1998,10.2,938.4,37.83333333,6584.24,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2042,1994806,1995985,1055,1055,XL98-288,295,HO95-985,HOCP94-806,7,4,31,6.39,18,230.04,1998,46.41176471,9876.82,37.83333333,6584.24,18,230.04,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2043,1994836,1978317,827,827,XL98-058,274,CP78-317,HOCP94-836,6,4,10,5.49,18,197.64,1998,7.9,1083.594,28.4,3011.26,18,197.64,1,0.000586338,0,NA,0.000586338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2044,1994836,1979318,828,828,XL98-059,274,CP79-318,HOCP94-836,7,4,10,8.13,45,731.7,1998,95.21568627,79272.94,28.4,3011.26,45,731.7,1,0.000257309,0,0,0.000257309,351,5,0,0,0,CP65-357,L65-069,81.82910185,98.03174141,83.04400779,127.1866472,65.14806231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2045,1994836,1988739,876,876,XL98-107,279,HOCP88-739,HOCP94-836,9,4,6,5.23,4,41.84,1998,23.49019608,15926.872,28.4,3011.26,4,41.84,1,0.001280956,0,NA,0.001280956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2046,1994836,1989163,829,829,XL98-060,274,L89-163,HOCP94-836,7,4,10,4.96,65,644.8,1998,46.85714286,4124.22,28.4,3011.26,40,751.6,2,0.002108593,0,0,0.002108593,111,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2047,1994836,1989163,848,848,XL98-079,277,L89-163,HOCP94-836,7,4,8,3.56,15,106.8,1998,46.85714286,4124.22,28.4,3011.26,40,751.6,2,0.002108593,0,0,0.002108593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2048,1994836,1994426,877,877,XL98-108,279,L94-426,HOCP94-836,5,4,6,6.58,13,171.08,1998,13.19685039,29481.146,28.4,3011.26,13,171.08,1,0.00028547,0,NA,0.00028547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,,R,R,,,,,-,NA,,NA
2049,1994836,1989113,847,847,XL98-078,277,L89-113,HOCP94-836,6,4,8,4.99,23,229.54,1998,37.28571429,6189.488,28.4,3011.26,23,229.54,1,0.001279863,0,NA,0.001279863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2050,1994836,1994836,830,830,XL98-061,274,HOCP94-836,HOCP94-836,4,4,10,3.77,75,565.5,1998,108.3333333,4273.26,28.4,3011.26,75,565.5,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2051,1994836,1996565,846,846,XL98-077,277,HO96-565,HOCP94-836,7,4,8,5.68,1,11.36,1998,2.5,104.14,28.4,3011.26,1,11.36,1,0.002793296,0,NA,0.002793296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2052,1994836,1995461,878,878,XL98-109,279,L95-461,HOCP94-836,7,4,6,6.22,25,311,1998,20.85714286,1934.84,28.4,3011.26,25,311,1,0,0,0,0,247,7,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2053,1994850,1990021,643,643,XL97-156,286,US90-021,HO94-850,7,4,14,5.59,51,570.18,1997,98.5,9905.38,35.16666667,2982.28,51,570.18,1,0.000447628,0,0,0.000447628,239,19,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2054,1994850,1994850,741,741,XL97-260,304,HO94-850,HO94-850,5,5,27,3.3,13,85.8,1997,96,3419.44,35.16666667,2982.28,27,723.76,2,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2055,1994850,1979318,642,642,XL97-155,286,CP79-318,HO94-850,7,4,14,8.18,81,1325.16,1997,95.21568627,79272.94,35.16666667,2982.28,81,1325.16,1,0.000257309,0,0,0.000257309,335,15,3,1,0,CP65-357,L65-069,81.82910185,98.03174141,83.04400779,127.1866472,65.14806231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2056,1994850,1992624,740,740,XL97-259,304,HOCP92-624,HO94-850,5,5,27,11.25,3,67.5,1997,NA,374884.422,35.16666667,2982.28,3,67.5,1,0.000606224,0,NA,0.000606224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,R,MR,MR,,,,,-,NA,,NA
2057,1994850,1988739,641,641,XL97-154,286,HOCP88-739,HO94-850,7,4,14,6.72,22,295.68,1997,23.49019608,15926.872,35.16666667,2982.28,22,295.68,1,0.001280956,0,0,0.001280956,97,24,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2058,1994850,1994850,644,644,XL97-157,286,HO94-850,HO94-850,4,4,14,7.78,41,637.96,1997,96,3419.44,35.16666667,2982.28,27,723.76,2,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2059,1994856,1994428,957,957,XL98-188,288,L94-428,HO94-856,6,3,9,4.21,0,0,1998,25.453125,36380.978,26.5,1478.64,0,0,1,0.000305437,0,NA,0.000305437,NA,NA,NA,NA,NA,LCP81-010,LCP82-089,106.5996157,103.7312273,101.7723842,137.1606874,74.46732522,95.4900251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2060,1994856,1983644,958,958,XL98-189,288,CP83-644,HO94-856,6,3,9,6.16,38,468.16,1998,62.26890756,143620.034,26.5,1478.64,38,468.16,1,0.001195326,0,0,0.001195326,231,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MR,S,R,MR,,,,,-,NA,,NA
